case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature
Case 81,9,0 0 0 0 9 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,10,58
Case 81,10,0 0 0 0 9 10 -1 -1 -1 -1 -1 -1 -1 -1,6,58,58
Case 899,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,56
Case 899,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,56
Case 899,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,41,56
Case 899,41,0 0 0 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,41,56
Case 899,41,0 0 0 41 41 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,41,56
Case 899,41,0 0 0 41 41 41 -1 -1 -1 -1 -1 -1 -1 -1,6,41,56
Case 899,41,0 0 0 41 41 41 41 -1 -1 -1 -1 -1 -1 -1,7,56,56
Case 864,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,12,57
Case 864,12,0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,57
Case 864,12,0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,27,57
Case 864,27,0 12 12 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,27,57
Case 864,27,0 12 12 27 27 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,57,57
Case 430,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 430,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 430,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 4392,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 4392,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 4392,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,33
Case 4392,2,0 0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33
Case 707,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 707,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,15,31
Case 707,15,0 0 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 940,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,59
Case 940,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,59
Case 940,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,59,59
Case 599,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,32
Case 599,3,0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,32
Case 599,3,0 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,3,32
Case 599,3,0 3 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,32,32
Case 846,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,43
Case 846,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,43
Case 846,6,0 0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,6,43
Case 846,6,0 0 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,43,43
Case 92,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,53
Case 92,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,8,53
Case 92,8,0 0 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,53,53
Case 953,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 953,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,32
Case 953,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 75,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,42,57
Case 75,42,0 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,42,57
Case 75,42,0 42 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,42,57
Case 75,42,0 42 42 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,57,57
Case 800,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,47
Case 800,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,32,47
Case 800,32,0 0 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,47,47
Case 709,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,43
Case 709,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,43
Case 709,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,43
Case 709,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,8,43
Case 709,8,0 0 0 0 8 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,43,43
Case 90,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,36
Case 90,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,36
Case 90,1,0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 4336,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,5,55
Case 4336,5,0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,55
Case 4336,6,0 5 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,40,55
Case 4336,40,0 5 6 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,40,55
Case 4336,40,0 5 6 40 40 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,55,55
Case 609,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,46
Case 609,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,46
Case 609,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,46
Case 609,31,0 0 0 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,46,46
Case 616,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 616,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,21,36
Case 616,21,0 0 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 4577,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,19,49
Case 4577,19,0 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,19,49
Case 4577,19,0 19 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,49,49
Case 4507,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,46
Case 4507,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,46
Case 4507,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,46
Case 4507,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,46,46
Case 804,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,59
Case 804,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,44,59
Case 804,44,0 0 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,59
Case 804,44,0 0 44 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,44,59
Case 804,44,0 0 44 44 44 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,44,59
Case 804,44,0 0 44 44 44 44 -1 -1 -1 -1 -1 -1 -1 -1,6,59,59
Case 4358,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,31
Case 4358,14,0 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,14,31
Case 4358,14,0 14 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 4496,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,38
Case 4496,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,38
Case 4496,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,38
Case 4496,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,38,38
Case 587,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,27,43
Case 587,27,0 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,28,43
Case 587,28,0 27 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,28,43
Case 587,28,0 27 28 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,28,43
Case 587,28,0 27 28 28 28 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,43,43
Case 4329,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,47
Case 4329,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,32,47
Case 4329,32,0 0 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,47
Case 4329,32,0 0 32 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,32,47
Case 4329,32,0 0 32 32 32 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,32,47
Case 4329,32,0 0 32 32 32 32 -1 -1 -1 -1 -1 -1 -1 -1,6,47,47
Case 4412,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 4412,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 4412,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,37
Case 4412,1,0 0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,37,37
Case 808,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 808,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 808,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,37
Case 808,1,0 0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,37,37
Case 651,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,33
Case 651,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,5,33
Case 651,5,0 1 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,12,33
Case 651,12,0 1 5 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33
Case 921,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,46
Case 921,3,0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,31,46
Case 921,31,0 3 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,46,46
Case 4564,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,52
Case 4564,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,32,52
Case 4564,32,0 0 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,52
Case 4564,32,0 0 32 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,37,52
Case 4564,37,0 0 32 32 37 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,37,52
Case 4564,37,0 0 32 32 37 37 -1 -1 -1 -1 -1 -1 -1 -1,6,52,52
Case 4310,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,46
Case 4310,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,11,46
Case 4310,11,0 0 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,46,46
Case 862,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,22,37
Case 862,22,0 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,22,37
Case 862,22,0 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,37
Case 870,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,29,59
Case 870,29,0 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,29,59
Case 870,29,0 29 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,59,59
Case 663,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 663,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 663,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 987,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,46
Case 987,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,46
Case 987,1,0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,46
Case 987,2,0 1 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,46
Case 987,2,0 1 1 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,46,46
Case 625,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 625,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,31
Case 625,2,0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 710,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 710,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 710,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 920,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,10,31
Case 920,10,0 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,14,31
Case 920,14,0 10 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 694,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,31
Case 694,4,0 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,31
Case 694,4,0 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 4327,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,34
Case 4327,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,34
Case 4327,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,6,34
Case 4327,6,0 0 1 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,6,34
Case 4327,6,0 0 1 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,19,34
Case 4327,19,0 0 1 6 6 19 -1 -1 -1 -1 -1 -1 -1 -1,6,19,34
Case 4327,19,0 0 1 6 6 19 19 -1 -1 -1 -1 -1 -1 -1,7,34,34
Case 814,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,25,55
Case 814,25,0 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,25,55
Case 814,25,0 25 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,55,55
Case 935,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,28,48
Case 935,28,0 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,33,48
Case 935,33,0 28 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,48,48
Case 612,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 612,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,31
Case 612,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,31
Case 612,1,0 0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,31,31
Case 560,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,36
Case 560,7,0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,21,36
Case 560,21,0 7 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 469,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,43
Case 469,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,43
Case 469,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,43
Case 469,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,0,43
Case 469,0,0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,43,43
Case 4376,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,13,32
Case 4376,13,0 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,17,32
Case 4376,17,0 13 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 591,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 591,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,5,31
Case 591,5,0 0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,7,31
Case 591,7,0 0 5 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,31,31
Case 4375,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,55
Case 4375,3,0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,55
Case 4375,4,0 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,55
Case 4375,4,0 3 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,4,55
Case 4375,4,0 3 4 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,5,55
Case 4375,5,0 3 4 4 4 5 -1 -1 -1 -1 -1 -1 -1 -1,6,40,55
Case 4375,40,0 3 4 4 4 5 40 -1 -1 -1 -1 -1 -1 -1,7,40,55
Case 4375,40,0 3 4 4 4 5 40 40 -1 -1 -1 -1 -1 -1,8,55,55
Case 9,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 9,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,16,33
Case 9,16,0 0 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,18,33
Case 9,18,0 0 16 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33
Case 4497,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,31
Case 4497,7,0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,31
Case 4497,13,0 7 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,13,31
Case 4497,13,0 7 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,31,31
Case 4345,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 4345,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,32
Case 4345,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 858,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,45
Case 858,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,45
Case 858,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,45,45
Case 918,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,32
Case 918,3,0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,10,32
Case 918,10,0 3 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 572,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 572,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 572,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,31
Case 572,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,0,31
Case 572,0,0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,0,31
Case 572,0,0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1,6,2,31
Case 572,2,0 0 0 0 0 0 2 -1 -1 -1 -1 -1 -1 -1,7,2,31
Case 572,2,0 0 0 0 0 0 2 2 -1 -1 -1 -1 -1 -1,8,31,31
Case 702,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,47
Case 702,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,47
Case 702,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,47,47
Case 4387,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 4387,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,32
Case 4387,12,0 0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,12,32
Case 4387,12,0 0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,12,32
Case 4387,12,0 0 12 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,17,32
Case 4387,17,0 0 12 12 12 17 -1 -1 -1 -1 -1 -1 -1 -1,6,17,32
Case 4387,17,0 0 12 12 12 17 17 -1 -1 -1 -1 -1 -1 -1,7,32,32
Case 703,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,31
Case 703,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,31
Case 703,1,0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,6,31
Case 703,6,0 1 1 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,6,31
Case 703,6,0 1 1 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,31,31
Case 838,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,53
Case 838,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,38,53
Case 838,38,0 0 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,53,53
Case 4524,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 4524,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 4524,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 4477,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,46
Case 4477,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,46
