case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature,day_of_week,day_of_week##Prefix,day_of_week##Prefix Length,day_of_week##Next-Feature,day_of_week##Last-Feature,hour_of_day,hour_of_day##Prefix,hour_of_day##Prefix Length,hour_of_day##Next-Feature,hour_of_day##Last-Feature
Case 3049,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,36,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,1,14,14 14 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,15,14
Case 3049,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,0,36,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,0,1,15,14 14 14 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,15,14
Case 3049,0,0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,14,36,0,0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,1,1,15,14 14 14 15 15 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,12,14
Case 3049,14,0 0 0 0 0 14 -1 -1 -1 -1 -1 -1 -1 -1,6,21,36,1,0 0 0 0 0 1 -1 -1 -1 -1 -1 -1 -1 -1,6,0,1,12,14 14 14 15 15 12 -1 -1 -1 -1 -1 -1 -1 -1,6,14,14
Case 3049,21,0 0 0 0 0 14 21 -1 -1 -1 -1 -1 -1 -1,7,36,36,0,0 0 0 0 0 1 0 -1 -1 -1 -1 -1 -1 -1,7,1,1,14,14 14 14 15 15 12 14 -1 -1 -1 -1 -1 -1 -1,7,14,14
Case 305,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,46,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,4,7,7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,8,8
Case 305,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,46,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,4,8,7 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,10,8
Case 305,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,8,46,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,4,10,7 8 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,12,8
Case 305,8,0 0 0 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,46,46,1,0 0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,4,4,12,7 8 10 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,8,8
Case 3050,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,44,1,1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,3,13,13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,9,14
Case 3050,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,44,4,1 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,3,9,13 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,14
Case 3050,6,0 2 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,7,44,1,1 4 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,3,13,13 9 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,9,14
Case 3050,7,0 2 6 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,7,44,2,1 4 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,3,9,13 9 13 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,9,14
Case 3050,7,0 2 6 7 7 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,7,44,2,1 4 1 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,2,3,9,13 9 13 9 9 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,9,14
Case 3050,7,0 2 6 7 7 7 -1 -1 -1 -1 -1 -1 -1 -1,6,44,44,2,1 4 1 2 2 2 -1 -1 -1 -1 -1 -1 -1 -1,6,3,3,9,13 9 13 9 9 9 -1 -1 -1 -1 -1 -1 -1 -1,6,14,14
Case 3051,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,50,2,2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,4,10,10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,10,10
Case 3051,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,50,2,2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,4,10,10 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,8,10
Case 3051,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,6,50,4,2 2 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,4,8,10 10 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,8,10
Case 3051,6,0 0 1 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,6,50,2,2 2 4 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,4,8,10 10 8 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,8,10
Case 3051,6,0 0 1 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,50,50,2,2 2 4 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,4,4,8,10 10 8 8 8 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,10,10
Case 3052,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,40,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,5,11,11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,9,14
Case 3052,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,25,40,3,0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,5,9,11 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,14,14
Case 3052,25,0 2 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,40,40,4,0 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,5,5,14,11 9 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,14,14
Case 3053,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,35,4,4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,5,13,13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,8,13
Case 3053,3,0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,35,1,4 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,5,8,13 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,15,13
Case 3053,4,0 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,20,35,1,4 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,5,15,13 8 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,13,13
Case 3053,20,0 3 4 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,35,35,4,4 1 1 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,5,5,13,13 8 15 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,13,13
Case 3054,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31,1,1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,4,14,14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,15
Case 3054,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31,1,1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,4,14,14 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,10,15
Case 3054,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,31,2,1 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,3,4,10,14 14 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,14,15
Case 3054,1,0 0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,1,31,3,1 1 2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,3,4,14,14 14 10 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,14,15
Case 3054,1,0 0 0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,31,31,3,1 1 2 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,4,4,14,14 14 10 14 14 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,15,15
Case 3055,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,55,3,3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,3,14,14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,8
Case 3055,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,55,3,3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,3,14,14 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,9,8
Case 3055,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,7,55,4,3 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,3,9,14 14 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,13,8
Case 3055,7,0 0 0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,7,55,4,3 3 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,4,3,13,14 14 9 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,13,8
Case 3055,7,0 0 0 7 7 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,55,55,4,3 3 4 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,3,3,13,14 14 9 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,8,8
Case 3056,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,30,1,1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,4,11,11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,8,10
Case 3056,14,0 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,15,30,2,1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,4,8,11 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,10,10
Case 3056,15,0 14 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,30,30,3,1 2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,4,10,11 8 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,10,10
Case 3057,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33,3,3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,1,9,9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,10
Case 3057,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,8,33,4,3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,1,7,9 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,9,10
Case 3057,8,0 0 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33,4,3 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,1,9,9 7 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,10,10
Case 3058,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,35,2,2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,3,9,9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,15,8
Case 3058,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,35,3,2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,3,15,9 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,8
Case 3058,2,0 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,20,35,4,2 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,3,12,9 15 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,8,8
Case 3058,20,0 1 2 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,20,35,2,2 3 4 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,3,8,9 15 12 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,8,8
Case 3058,20,0 1 2 20 20 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,35,35,2,2 3 4 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,3,3,8,9 15 12 8 8 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,8,8
Case 3059,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,43,4,4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,5,8,8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,8,11
Case 3059,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,43,4,4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,5,8,8 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,9,11
Case 3059,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,28,43,4,4 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,5,9,8 8 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,11,11
Case 3059,28,0 0 0 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,43,43,4,4 4 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,5,5,11,8 8 9 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,11,11
Case 306,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,2,15,15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,15,16
Case 306,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,2,15,15 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,15,16
Case 306,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,2,15,15 15 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,16,16
Case 3060,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,48,4,4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,3,8,8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,12,8
Case 3060,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,48,4,4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,3,12,8 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,7,8
Case 3060,3,0 0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,48,48,1,4 4 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,3,3,7,8 12 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,8,8
Case 3061,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,33,2,2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,1,15,15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,14
Case 3061,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,15,33,2,2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,1,7,15 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,14
Case 3061,15,0 6 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,18,33,4,2 2 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,1,12,15 7 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,13,14
Case 3061,18,0 6 15 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33,0,2 2 4 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,1,1,13,15 7 12 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,14,14
Case 3062,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33,4,4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,2,10,10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,10,10
Case 3062,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33,4,4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,2,10,10 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,11,10
Case 3062,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,33,4,4 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,2,11,10 10 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,11,10
Case 3062,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33,4,4 4 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,2,11,10 10 11 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,10,10
Case 3063,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,43,2,2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,4,9,9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,9,8
Case 3063,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,43,3,2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,4,9,9 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,10,8
Case 3063,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,43,43,3,2 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,4,10,9 9 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,8,8
Case 3064,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44,4,4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,6,9,9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,9
Case 3064,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,44,4,4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,6,14,9 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,9
Case 3064,3,0 0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44,0,4 4 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,6,6,13,9 14 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,9,9
Case 3065,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31,2,2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,5,8,8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,8,8
Case 3065,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,31,2,2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,5,8,8 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,8
Case 3065,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31,3,2 2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,5,5,12,8 8 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,8,8
Case 3066,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,13,32,4,4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,1,15,15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,8,16
Case 3066,13,0 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,17,32,4,4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,1,8,15 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,16,16
Case 3066,17,0 13 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32,0,4 4 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,1,16,15 8 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,16,16
Case 3067,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,42,2,2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,2,9,9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,16,15
Case 3067,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,42,2,2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,2,16,9 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,16,15
Case 3067,6,0 0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,9,42,1,2 2 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,2,16,9 16 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,14,15
Case 3067,9,0 0 6 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,42,42,4,2 2 1 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,2,14,9 16 16 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,15,15
