case_id,Resource,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 3055,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3055,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3055,3,5 5 3 0 0 0 0 0 0 0 0 0 0 0,3,2,2
Case 3055,3,5 5 3 3 0 0 0 0 0 0 0 0 0 0,4,2,2
Case 3055,3,5 5 3 3 3 0 0 0 0 0 0 0 0 0,5,3,2
Case 3056,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,1
Case 3056,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,1
Case 3056,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3057,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3057,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3057,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3058,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3058,9,8 9 0 0 0 0 0 0 0 0 0 0 0 0,2,11,1
Case 3058,11,8 9 11 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 3058,6,8 9 11 6 0 0 0 0 0 0 0 0 0 0,4,6,1
Case 3058,6,8 9 11 6 6 0 0 0 0 0 0 0 0 0,5,1,1
Case 3059,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3059,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,11,1
Case 3059,11,2 9 11 0 0 0 0 0 0 0 0 0 0 0,3,11,1
Case 3059,11,2 9 11 11 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 306,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 306,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 306,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3060,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3060,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3060,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3061,12,12 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3061,9,12 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 3061,9,12 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 3061,9,12 9 9 9 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3062,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3062,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3062,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,10,2
Case 3062,2,2 2 2 2 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3063,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3063,13,5 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3063,13,5 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3064,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3064,13,6 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3064,13,6 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3065,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3065,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3065,9,5 5 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3066,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3066,9,5 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3066,9,5 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3067,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3067,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3067,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,2
Case 3067,3,2 3 3 3 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3068,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3068,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3068,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3069,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3069,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3069,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 307,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 307,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 307,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3070,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3070,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3070,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3071,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,1
Case 3071,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,1
Case 3071,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 3071,9,2 2 2 9 0 0 0 0 0 0 0 0 0 0,4,11,1
Case 3071,11,2 2 2 9 11 0 0 0 0 0 0 0 0 0,5,1,1
Case 3072,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3072,6,11 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3072,6,11 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3073,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3073,9,11 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 3073,9,11 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 3073,9,11 9 9 9 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3074,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3074,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3074,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3075,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,13,2
Case 3075,14,2 14 0 0 0 0 0 0 0 0 0 0 0 0,2,13,2
Case 3075,14,2 14 14 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3076,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3076,9,6 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3076,9,6 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3076,9,6 9 9 9 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3076,9,6 9 9 9 9 0 0 0 0 0 0 0 0 0,5,8,2
Case 3076,9,6 9 9 9 9 9 0 0 0 0 0 0 0 0,6,3,2
Case 3077,12,12 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3077,9,12 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 3077,9,12 9 9 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3078,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3078,9,6 9 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 3078,6,6 9 6 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 3078,6,6 9 6 6 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3079,15,15 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3079,13,15 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3079,13,15 13 13 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3079,9,15 13 13 9 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3079,9,15 13 13 9 9 0 0 0 0 0 0 0 0 0,5,14,2
Case 3079,16,15 13 13 9 9 16 0 0 0 0 0 0 0 0,6,14,2
Case 3079,16,15 13 13 9 9 16 16 0 0 0 0 0 0 0,7,3,2
Case 308,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 308,9,11 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 308,9,11 9 9 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3080,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,7,2
Case 3080,8,8 8 0 0 0 0 0 0 0 0 0 0 0 0,2,7,2
Case 3080,8,8 8 8 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3081,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3081,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3081,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3082,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,7,1
Case 3082,8,8 8 0 0 0 0 0 0 0 0 0 0 0 0,2,11,1
Case 3082,11,8 8 11 0 0 0 0 0 0 0 0 0 0 0,3,11,1
Case 3082,11,8 8 11 11 0 0 0 0 0 0 0 0 0 0,4,11,1
Case 3082,11,8 8 11 11 11 0 0 0 0 0 0 0 0 0,5,1,1
Case 3083,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,1
Case 3083,3,3 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3083,3,3 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3083,3,3 3 3 3 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3084,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3084,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3084,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3084,9,9 9 9 9 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3085,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3085,9,6 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3085,9,6 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3086,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3086,3,3 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3086,3,3 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3087,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3087,9,5 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3087,9,5 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3088,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3088,5,3 5 0 0 0 0 0 0 0 0 0 0 0 0,2,5,2
Case 3088,5,3 5 5 0 0 0 0 0 0 0 0 0 0 0,3,6,2
Case 3088,6,3 5 5 6 0 0 0 0 0 0 0 0 0 0,4,6,2
Case 3088,6,3 5 5 6 6 0 0 0 0 0 0 0 0 0,5,6,2
Case 3088,6,3 5 5 6 6 6 0 0 0 0 0 0 0 0,6,3,2
Case 3089,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3089,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3089,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,2
Case 3089,3,2 3 3 3 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 309,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 309,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 309,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3090,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3090,6,6 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3090,6,6 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3091,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3091,11,2 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3091,11,2 11 11 0 0 0 0 0 0 0 0 0 0 0,3,11,2
Case 3091,11,2 11 11 11 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3092,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3092,6,6 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3092,6,6 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3093,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3093,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3093,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3094,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3094,3,3 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3094,3,3 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3095,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3095,3,3 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3095,3,3 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3096,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3096,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3096,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3097,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3097,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3098,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3098,6,6 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3098,6,6 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3099,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3099,9,3 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3099,9,3 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3099,9,3 9 9 9 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 31,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 31,6,11 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 31,6,11 6 6 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 31,6,11 6 6 6 0 0 0 0 0 0 0 0 0 0,4,6,1
Case 31,6,11 6 6 6 6 0 0 0 0 0 0 0 0 0,5,1,1
Case 310,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,2
Case 310,10,3 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,2
Case 310,10,3 10 10 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 310,9,3 10 10 9 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3100,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3100,6,5 6 0 0 0 0 0 0 0 0 0 0 0 0,2,4,2
Case 3100,4,5 6 4 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3100,9,5 6 4 9 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3100,9,5 6 4 9 9 0 0 0 0 0 0 0 0 0,5,3,2
Case 3101,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3101,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3101,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3102,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3102,3,11 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3102,3,11 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,2
Case 3102,3,11 3 3 3 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3103,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3103,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,11,1
Case 3103,11,2 9 11 0 0 0 0 0 0 0 0 0 0 0,3,11,1
Case 3103,11,2 9 11 11 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3104,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3104,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,13,2
Case 3104,14,5 5 14 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3105,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3105,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3105,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3105,9,2 2 2 9 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3106,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3106,3,3 3 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3106,6,3 3 6 0 0 0 0 0 0 0 0 0 0 0,3,6,2
Case 3106,6,3 3 6 6 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3107,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3107,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3107,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3108,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3108,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3109,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3109,6,3 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3109,6,3 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 311,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 311,11,11 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 311,11,11 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3110,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,13,2
Case 3110,14,3 14 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3110,6,3 14 6 0 0 0 0 0 0 0 0 0 0 0,3,6,2
Case 3110,6,3 14 6 6 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3111,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3111,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3111,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3112,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3112,9,8 9 0 0 0 0 0 0 0 0 0 0 0 0,2,11,1
Case 3112,11,8 9 11 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3113,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3113,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 3113,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 3113,9,9 9 9 9 0 0 0 0 0 0 0 0 0 0,4,4,1
Case 3113,4,9 9 9 9 4 0 0 0 0 0 0 0 0 0,5,4,1
Case 3113,4,9 9 9 9 4 4 0 0 0 0 0 0 0 0,6,8,1
Case 3113,9,9 9 9 9 4 4 9 0 0 0 0 0 0 0,7,1,1
Case 3114,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3114,9,6 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3114,9,6 9 9 0 0 0 0 0 0 0 0 0 0 0,3,9,2
Case 3114,10,6 9 9 10 0 0 0 0 0 0 0 0 0 0,4,9,2
Case 3114,10,6 9 9 10 10 0 0 0 0 0 0 0 0 0,5,9,2
Case 3114,10,6 9 9 10 10 10 0 0 0 0 0 0 0 0,6,3,2
Case 3115,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3115,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3115,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3115,9,2 9 9 9 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3116,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3116,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3116,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3117,10,10 0 0 0 0 0 0 0 0 0 0 0 0 0,1,14,2
Case 3117,16,10 16 0 0 0 0 0 0 0 0 0 0 0 0,2,14,2
Case 3117,16,10 16 16 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3118,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,7,1
Case 3118,8,8 8 0 0 0 0 0 0 0 0 0 0 0 0,2,7,1
Case 3118,8,8 8 8 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 3118,9,8 8 8 9 0 0 0 0 0 0 0 0 0 0,4,8,1
Case 3118,9,8 8 8 9 9 0 0 0 0 0 0 0 0 0,5,8,1
Case 3118,9,8 8 8 9 9 9 0 0 0 0 0 0 0 0,6,1,1
Case 3119,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,15,2
Case 3119,17,2 17 0 0 0 0 0 0 0 0 0 0 0 0,2,15,2
Case 3119,17,2 17 17 0 0 0 0 0 0 0 0 0 0 0,3,16,2
Case 3119,18,2 17 17 18 0 0 0 0 0 0 0 0 0 0,4,16,2
Case 3119,18,2 17 17 18 18 0 0 0 0 0 0 0 0 0,5,3,2
Case 312,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 312,13,2 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 312,13,2 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3120,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,17,2
Case 3120,19,2 19 0 0 0 0 0 0 0 0 0 0 0 0,2,17,2
Case 3120,19,2 19 19 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3121,12,12 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3121,9,12 9 0 0 0 0 0 0 0 0 0 0 0 0,2,18,1
Case 3121,20,12 9 20 0 0 0 0 0 0 0 0 0 0 0,3,18,1
Case 3121,20,12 9 20 20 0 0 0 0 0 0 0 0 0 0,4,8,1
Case 3121,9,12 9 20 20 9 0 0 0 0 0 0 0 0 0,5,8,1
Case 3121,9,12 9 20 20 9 9 0 0 0 0 0 0 0 0,6,1,1
Case 3122,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3122,9,11 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3122,9,11 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3122,9,11 9 9 9 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3123,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3123,13,6 13 0 0 0 0 0 0 0 0 0 0 0 0,2,16,2
Case 3123,18,6 13 18 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3124,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3124,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,4,2
Case 3124,4,5 5 4 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3125,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3125,9,5 9 0 0 0 0 0 0 0 0 0 0 0 0,2,15,2
