case_id,concept_name,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 3196,4,8 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 3196,2,8 4 2 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 3196,5,8 4 2 5 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 3196,2,8 4 2 5 2 0 0 0 0 0 0 0 0 0,5,1,1
Case 3196,3,8 4 2 5 2 3 0 0 0 0 0 0 0 0,6,2,1
Case 3197,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 3197,4,4 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 3197,2,4 4 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3197,3,4 4 2 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3198,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3198,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3198,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3199,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3199,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3199,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 32,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 32,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 32,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 320,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 320,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 320,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3190,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3190,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3190,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3200,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 3200,4,4 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 3200,2,4 4 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3200,3,4 4 2 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3202,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3202,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3202,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3203,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3203,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3203,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3204,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3204,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3204,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3205,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3205,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3205,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3206,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3206,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3206,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3207,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3207,3,4 3 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3207,3,4 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3208,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3208,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3208,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3209,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3209,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3209,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 321,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 321,4,4 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 321,2,4 4 2 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 321,5,4 4 2 5 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 321,2,4 4 2 5 2 0 0 0 0 0 0 0 0 0,5,1,1
Case 321,3,4 4 2 5 2 3 0 0 0 0 0 0 0 0,6,2,1
Case 3210,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3210,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3210,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3211,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3211,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3211,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3211,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3201,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3201,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3201,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3201,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 319,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 319,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 319,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 319,2,4 2 5 2 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 319,3,4 2 5 2 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3189,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3189,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3189,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3188,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3188,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3188,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3165,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3165,3,4 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3166,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3166,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3166,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3167,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3167,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3167,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3168,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3168,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3168,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3169,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3169,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3169,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 317,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 317,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,7,1
Case 317,7,4 2 7 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 317,3,4 2 7 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3170,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3170,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3170,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3170,2,4 2 5 2 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3170,3,4 2 5 2 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3171,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3171,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3171,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3172,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3172,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3172,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3172,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3173,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3173,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3173,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3174,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3174,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3174,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3175,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3175,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3175,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3175,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3176,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3176,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,7,1
Case 3176,7,4 2 7 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 3176,5,4 2 7 5 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3176,3,4 2 7 5 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3177,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3177,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3177,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3178,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3178,3,4 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3179,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3179,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3179,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 318,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 318,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 318,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3180,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3180,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3180,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3181,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3181,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3181,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3182,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3182,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3182,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3182,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3183,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3183,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3183,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3183,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3184,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3184,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3184,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3184,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3185,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3185,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 3185,6,4 2 6 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3185,3,4 2 6 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3186,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3186,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3186,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3186,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3187,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 3187,4,4 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 3187,2,4 4 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3187,3,4 4 2 3 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3187,3,4 4 2 3 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3212,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3212,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3212,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3212,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3164,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3164,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3164,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3213,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3213,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3213,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3215,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3215,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3215,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3242,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3242,3,4 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3243,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3243,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3243,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3244,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 3244,4,8 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 3244,2,8 4 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3244,3,8 4 2 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3245,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3245,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3245,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3246,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3246,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3246,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3247,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3247,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3247,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3248,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3248,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3248,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3248,3,4 2 3 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3249,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3249,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,7,1
Case 3249,7,4 2 7 0 0 0 0 0 0 0 0 0 0 0,3,7,1
Case 3249,7,4 2 7 7 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 3249,2,4 2 7 7 2 0 0 0 0 0 0 0 0 0,5,1,1
Case 3249,3,4 2 7 7 2 3 0 0 0 0 0 0 0 0,6,1,1
Case 3249,3,4 2 7 7 2 3 3 0 0 0 0 0 0 0,7,2,1
Case 325,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 325,4,4 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 325,2,4 4 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 325,3,4 4 2 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3250,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3250,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3250,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 3250,5,4 2 5 5 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 3250,2,4 2 5 5 2 0 0 0 0 0 0 0 0 0,5,1,1
Case 3250,3,4 2 5 5 2 3 0 0 0 0 0 0 0 0,6,2,1
Case 3251,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3251,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3251,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3251,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3241,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3241,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3241,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3252,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3252,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3252,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 3252,2,4 2 5 2 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3252,3,4 2 5 2 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3254,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,5
Case 3254,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,5
Case 3255,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3255,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3255,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3256,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 3256,4,4 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 3256,2,4 4 2 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 3256,5,4 4 2 5 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 3256,2,4 4 2 5 2 0 0 0 0 0 0 0 0 0,5,1,1
Case 3256,3,4 4 2 5 2 3 0 0 0 0 0 0 0 0,6,2,1
Case 3257,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3257,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 3257,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3257,3,4 2 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3258,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3258,3,4 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3259,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3259,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3259,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 326,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 326,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,7,1
Case 326,7,4 2 7 0 0 0 0 0 0 0 0 0 0 0,3,7,1
Case 326,7,4 2 7 7 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 326,3,4 2 7 7 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3260,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3260,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3260,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3261,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3261,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3261,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3262,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3262,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3262,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3263,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3263,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3263,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3253,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3253,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3253,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3240,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3240,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3240,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 324,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 324,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3239,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 3239,3,4 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3216,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3216,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3216,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3217,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 3217,4,4 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 3217,2,4 4 2 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3217,3,4 4 2 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 3218,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3218,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3218,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3219,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3219,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3219,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 322,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 322,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 322,5,4 2 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 322,2,4 2 5 2 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 322,3,4 2 5 2 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 3220,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3220,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3220,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3221,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3221,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3221,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3222,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 3222,2,4 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 3222,3,4 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3223,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
