case_id,Resource,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 4093,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,5,1
Case 4093,2,0 0 0 0 0 0 0 0 0 0 0 3 2 2,3,1,1
Case 4094,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,6,1
Case 4094,8,0 0 0 0 0 0 0 0 0 0 0 0 12 8,2,6,1
Case 4094,8,0 0 0 0 0 0 0 0 0 0 0 12 8 8,3,1,1
Case 4095,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,9,1
Case 4095,13,0 0 0 0 0 0 0 0 0 0 0 0 12 13,2,9,1
Case 4095,13,0 0 0 0 0 0 0 0 0 0 0 12 13 13,3,1,1
Case 4096,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,8,1
Case 4096,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,8,1
Case 4096,10,0 0 0 0 0 0 0 0 0 0 0 10 10 10,3,1,1
Case 4097,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,8,1
Case 4097,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,1,1
Case 4098,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,5,1
Case 4098,2,0 0 0 0 0 0 0 0 0 0 0 0 14 2,2,5,1
Case 4098,2,0 0 0 0 0 0 0 0 0 0 0 14 2 2,3,1,1
Case 4099,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,1
Case 4099,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,1
Case 4099,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,1,1
Case 41,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,10,1
Case 41,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,10,1
Case 41,7,0 0 0 0 0 0 0 0 0 0 0 7 7 7,3,1,1
Case 410,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6,1,9,1
Case 410,13,0 0 0 0 0 0 0 0 0 0 0 0 6 13,2,9,1
Case 410,13,0 0 0 0 0 0 0 0 0 0 0 6 13 13,3,1,1
Case 4100,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,7,1
Case 4100,9,0 0 0 0 0 0 0 0 0 0 0 0 12 9,2,7,1
Case 4100,9,0 0 0 0 0 0 0 0 0 0 0 12 9 9,3,11,1
Case 4100,14,0 0 0 0 0 0 0 0 0 0 12 9 9 14,4,11,1
Case 4100,14,0 0 0 0 0 0 0 0 0 12 9 9 14 14,5,1,1
Case 4101,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,11,1
Case 4101,14,0 0 0 0 0 0 0 0 0 0 0 0 14 14,2,11,1
Case 4101,14,0 0 0 0 0 0 0 0 0 0 0 14 14 14,3,11,1
Case 4101,14,0 0 0 0 0 0 0 0 0 0 14 14 14 14,4,11,1
Case 4101,14,0 0 0 0 0 0 0 0 0 14 14 14 14 14,5,11,1
Case 4101,14,0 0 0 0 0 0 0 0 14 14 14 14 14 14,6,11,1
Case 4101,14,0 0 0 0 0 0 0 14 14 14 14 14 14 14,7,1,1
Case 4102,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4102,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,1,1
Case 4103,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6,1,4,1
Case 4103,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6,2,1,1
Case 4104,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,5,1
Case 4104,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,5,1
Case 4104,2,0 0 0 0 0 0 0 0 0 0 0 3 2 2,3,1,1
Case 4105,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,1
Case 4105,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,1
Case 4105,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,1,1
Case 4106,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,3,1
Case 4106,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,3,1
Case 4106,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,1,1
Case 4107,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,2
Case 4107,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,2
Case 4107,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,12,2
Case 4107,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,4,2
Case 4107,6,0 0 0 0 0 0 0 0 0 3 3 3 3 6,5,2,2
Case 4108,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,1
Case 4108,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,1
Case 4108,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,1,1
Case 4109,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,13,1
Case 4109,12,0 0 0 0 0 0 0 0 0 0 0 0 12 12,2,14,1
Case 4109,11,0 0 0 0 0 0 0 0 0 0 0 12 12 11,3,1,1
Case 411,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,10,1
Case 411,7,0 0 0 0 0 0 0 0 0 0 0 0 2 7,2,10,1
Case 411,7,0 0 0 0 0 0 0 0 0 0 0 2 7 7,3,1,1
Case 4110,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1
Case 4110,5,0 0 0 0 0 0 0 0 0 0 0 0 3 5,2,1,1
Case 4111,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6,1,4,1
Case 4111,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6,2,1,1
Case 4112,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4112,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4112,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1
Case 4113,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,5,1
Case 4113,2,0 0 0 0 0 0 0 0 0 0 0 0 12 2,2,5,1
Case 4113,2,0 0 0 0 0 0 0 0 0 0 0 12 2 2,3,4,1
Case 4113,6,0 0 0 0 0 0 0 0 0 0 12 2 2 6,4,1,1
Case 4114,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4114,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,5,1
Case 4114,2,0 0 0 0 0 0 0 0 0 0 0 3 3 2,3,5,1
Case 4114,2,0 0 0 0 0 0 0 0 0 0 3 3 2 2,4,1,1
Case 4115,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4115,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4115,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1
Case 4116,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,5,1
Case 4116,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,5,1
Case 4116,2,0 0 0 0 0 0 0 0 0 0 0 3 2 2,3,1,1
Case 4117,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,15,1
Case 4117,15,0 0 0 0 0 0 0 0 0 0 0 0 2 15,2,1,1
Case 4118,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,6,1
Case 4118,8,0 0 0 0 0 0 0 0 0 0 0 0 3 8,2,6,1
Case 4118,8,0 0 0 0 0 0 0 0 0 0 0 3 8 8,3,1,1
Case 4119,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4119,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4119,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1
Case 412,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,4,2
Case 412,6,0 0 0 0 0 0 0 0 0 0 0 0 10 6,2,4,2
Case 412,6,0 0 0 0 0 0 0 0 0 0 0 10 6 6,3,4,2
Case 412,6,0 0 0 0 0 0 0 0 0 0 10 6 6 6,4,2,2
Case 4120,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4120,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4120,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1
Case 4121,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4121,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4121,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,5,1
Case 4121,2,0 0 0 0 0 0 0 0 0 0 3 3 3 2,4,1,1
Case 4122,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,5,1
Case 4122,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,5,1
Case 4122,2,0 0 0 0 0 0 0 0 0 0 0 3 2 2,3,1,1
Case 4123,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,15,1
Case 4123,15,0 0 0 0 0 0 0 0 0 0 0 0 5 15,2,6,1
Case 4123,8,0 0 0 0 0 0 0 0 0 0 0 5 15 8,3,1,1
Case 4124,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1
Case 4124,5,0 0 0 0 0 0 0 0 0 0 0 0 3 5,2,3,1
Case 4124,5,0 0 0 0 0 0 0 0 0 0 0 3 5 5,3,3,1
Case 4124,5,0 0 0 0 0 0 0 0 0 0 3 5 5 5,4,1,1
Case 4125,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4125,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4125,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1
Case 4126,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,1
Case 4126,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,1
Case 4126,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,5,1
Case 4126,2,0 0 0 0 0 0 0 0 0 0 2 2 2 2,4,1,1
Case 4127,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,5,2
Case 4127,2,0 0 0 0 0 0 0 0 0 0 0 0 10 2,2,5,2
Case 4127,2,0 0 0 0 0 0 0 0 0 0 0 10 2 2,3,2,2
Case 4128,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,11,1
Case 4128,14,0 0 0 0 0 0 0 0 0 0 0 0 14 14,2,11,1
Case 4128,14,0 0 0 0 0 0 0 0 0 0 0 14 14 14,3,11,1
Case 4128,14,0 0 0 0 0 0 0 0 0 0 14 14 14 14,4,5,1
Case 4128,2,0 0 0 0 0 0 0 0 0 14 14 14 14 2,5,5,1
Case 4128,2,0 0 0 0 0 0 0 0 14 14 14 14 2 2,6,5,1
Case 4128,2,0 0 0 0 0 0 0 14 14 14 14 2 2 2,7,5,1
Case 4128,2,0 0 0 0 0 0 14 14 14 14 2 2 2 2,8,1,1
Case 4129,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,3,1
Case 4129,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,3,1
Case 4129,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,1,1
Case 413,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 413,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 413,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,12,1
Case 413,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,12,1
Case 413,3,0 0 0 0 0 0 0 0 0 3 3 3 3 3,5,1,1
Case 4130,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,5,1
Case 4130,2,0 0 0 0 0 0 0 0 0 0 0 0 13 2,2,5,1
Case 4130,2,0 0 0 0 0 0 0 0 0 0 0 13 2 2,3,5,1
Case 4130,2,0 0 0 0 0 0 0 0 0 0 13 2 2 2,4,1,1
Case 4131,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4131,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4131,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1
Case 4132,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4132,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4132,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,12,1
Case 4132,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,1,1
Case 4133,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,1
Case 4133,6,0 0 0 0 0 0 0 0 0 0 0 0 3 6,2,4,1
Case 4133,6,0 0 0 0 0 0 0 0 0 0 0 3 6 6,3,1,1
Case 4134,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,13,1
Case 4134,12,0 0 0 0 0 0 0 0 0 0 0 0 12 12,2,4,1
Case 4134,6,0 0 0 0 0 0 0 0 0 0 0 12 12 6,3,4,1
Case 4134,6,0 0 0 0 0 0 0 0 0 0 12 12 6 6,4,1,1
Case 4135,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4135,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,1
Case 4135,5,0 0 0 0 0 0 0 0 0 0 0 3 3 5,3,1,1
Case 4136,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,11,1
Case 4136,14,0 0 0 0 0 0 0 0 0 0 0 0 14 14,2,11,1
Case 4136,14,0 0 0 0 0 0 0 0 0 0 0 14 14 14,3,1,1
Case 4137,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,9,1
Case 4137,13,0 0 0 0 0 0 0 0 0 0 0 0 5 13,2,9,1
Case 4137,13,0 0 0 0 0 0 0 0 0 0 0 5 13 13,3,9,1
Case 4137,13,0 0 0 0 0 0 0 0 0 0 5 13 13 13,4,1,1
Case 4138,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6,1,4,1
Case 4138,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6,2,4,1
Case 4138,6,0 0 0 0 0 0 0 0 0 0 0 6 6 6,3,1,1
Case 4139,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,5,1
Case 4139,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,1,1
Case 414,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,5,2
Case 414,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,5,2
Case 414,2,0 0 0 0 0 0 0 0 0 0 0 3 2 2,3,12,2
Case 414,3,0 0 0 0 0 0 0 0 0 0 3 2 2 3,4,2,2
Case 4140,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,13,1
Case 4140,12,0 0 0 0 0 0 0 0 0 0 0 0 12 12,2,13,1
Case 4140,12,0 0 0 0 0 0 0 0 0 0 0 12 12 12,3,1,1
Case 4141,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,5,1
Case 4141,2,0 0 0 0 0 0 0 0 0 0 0 0 12 2,2,5,1
Case 4141,2,0 0 0 0 0 0 0 0 0 0 0 12 2 2,3,1,1
Case 4142,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4142,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,12,1
Case 4142,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,5,1
Case 4142,2,0 0 0 0 0 0 0 0 0 0 3 3 3 2,4,1,1
Case 4143,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,16,1
Case 4143,16,0 0 0 0 0 0 0 0 0 0 0 0 16 16,2,16,1
Case 4143,16,0 0 0 0 0 0 0 0 0 0 0 16 16 16,3,16,1
Case 4143,16,0 0 0 0 0 0 0 0 0 0 16 16 16 16,4,1,1
Case 4144,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,11,1
Case 4144,14,0 0 0 0 0 0 0 0 0 0 0 0 3 14,2,11,1
Case 4144,14,0 0 0 0 0 0 0 0 0 0 0 3 14 14,3,1,1
Case 4145,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,5,2
Case 4145,2,0 0 0 0 0 0 0 0 0 0 0 0 5 2,2,5,2
Case 4145,2,0 0 0 0 0 0 0 0 0 0 0 5 2 2,3,2,2
Case 4146,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,13,1
Case 4146,12,0 0 0 0 0 0 0 0 0 0 0 0 12 12,2,13,1
Case 4146,12,0 0 0 0 0 0 0 0 0 0 0 12 12 12,3,1,1
Case 4147,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,5,2
Case 4147,2,0 0 0 0 0 0 0 0 0 0 0 0 5 2,2,5,2
Case 4147,2,0 0 0 0 0 0 0 0 0 0 0 5 2 2,3,5,2
Case 4147,2,0 0 0 0 0 0 0 0 0 0 5 2 2 2,4,2,2
Case 4148,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,1
Case 4148,5,0 0 0 0 0 0 0 0 0 0 0 0 2 5,2,3,1
Case 4148,5,0 0 0 0 0 0 0 0 0 0 0 2 5 5,3,6,1
Case 4148,8,0 0 0 0 0 0 0 0 0 0 2 5 5 8,4,4,1
Case 4148,6,0 0 0 0 0 0 0 0 0 2 5 5 8 6,5,1,1
Case 4149,17,0 0 0 0 0 0 0 0 0 0 0 0 0 17,1,4,2
Case 4149,6,0 0 0 0 0 0 0 0 0 0 0 0 17 6,2,4,2
Case 4149,6,0 0 0 0 0 0 0 0 0 0 0 17 6 6,3,4,2
Case 4149,6,0 0 0 0 0 0 0 0 0 0 17 6 6 6,4,2,2
Case 415,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,3,1
Case 415,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,12,1
Case 415,3,0 0 0 0 0 0 0 0 0 0 0 5 5 3,3,12,1
Case 415,3,0 0 0 0 0 0 0 0 0 0 5 5 3 3,4,1,1
Case 4150,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,6,1
Case 4150,8,0 0 0 0 0 0 0 0 0 0 0 0 11 8,2,5,1
Case 4150,2,0 0 0 0 0 0 0 0 0 0 0 11 8 2,3,4,1
Case 4150,6,0 0 0 0 0 0 0 0 0 0 11 8 2 6,4,1,1
Case 4151,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,12,1
Case 4151,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,5,1
Case 4151,2,0 0 0 0 0 0 0 0 0 0 0 3 3 2,3,1,1
Case 4152,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,13,1
Case 4152,12,0 0 0 0 0 0 0 0 0 0 0 0 12 12,2,3,1
Case 4152,5,0 0 0 0 0 0 0 0 0 0 0 12 12 5,3,3,1
Case 4152,5,0 0 0 0 0 0 0 0 0 0 12 12 5 5,4,1,1
Case 4153,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,1
Case 4153,6,0 0 0 0 0 0 0 0 0 0 0 0 3 6,2,4,1
Case 4153,6,0 0 0 0 0 0 0 0 0 0 0 3 6 6,3,8,1
Case 4153,10,0 0 0 0 0 0 0 0 0 0 3 6 6 10,4,8,1
Case 4153,10,0 0 0 0 0 0 0 0 0 3 6 6 10 10,5,1,1
Case 4154,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,2
Case 4154,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,2
Case 4154,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,2,2
Case 4155,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,5,1
Case 4155,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,5,1
Case 4155,2,0 0 0 0 0 0 0 0 0 0 0 3 2 2,3,5,1
Case 4155,2,0 0 0 0 0 0 0 0 0 0 3 2 2 2,4,1,1
Case 4156,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,5,2
Case 4156,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,4,2
Case 4156,6,0 0 0 0 0 0 0 0 0 0 0 3 2 6,3,4,2
Case 4156,6,0 0 0 0 0 0 0 0 0 0 3 2 6 6,4,2,2
Case 4157,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,6,1
Case 4157,8,0 0 0 0 0 0 0 0 0 0 0 0 2 8,2,6,1
Case 4157,8,0 0 0 0 0 0 0 0 0 0 0 2 8 8,3,6,1
Case 4157,8,0 0 0 0 0 0 0 0 0 0 2 8 8 8,4,6,1
Case 4157,8,0 0 0 0 0 0 0 0 0 2 8 8 8 8,5,1,1
Case 4158,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,8,1
Case 4158,10,0 0 0 0 0 0 0 0 0 0 0 0 3 10,2,8,1
Case 4158,10,0 0 0 0 0 0 0 0 0 0 0 3 10 10,3,1,1
Case 4159,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1
Case 4159,5,0 0 0 0 0 0 0 0 0 0 0 0 3 5,2,3,1
Case 4159,5,0 0 0 0 0 0 0 0 0 0 0 3 5 5,3,1,1
Case 416,18,0 0 0 0 0 0 0 0 0 0 0 0 0 18,1,4,1
Case 416,6,0 0 0 0 0 0 0 0 0 0 0 0 18 6,2,4,1
Case 416,6,0 0 0 0 0 0 0 0 0 0 0 18 6 6,3,1,1
Case 4160,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,3,2
Case 4160,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,3,2
Case 4160,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,2,2
Case 4161,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,5,2
Case 4161,2,0 0 0 0 0 0 0 0 0 0 0 0 7 2,2,12,2
Case 4161,3,0 0 0 0 0 0 0 0 0 0 0 7 2 3,3,2,2
Case 4162,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,8,1
Case 4162,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,8,1
Case 4162,10,0 0 0 0 0 0 0 0 0 0 0 10 10 10,3,1,1
Case 4163,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,1
Case 4163,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,1
Case 4163,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,1,1
Case 4164,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,13,1
Case 4164,12,0 0 0 0 0 0 0 0 0 0 0 0 12 12,2,4,1
Case 4164,6,0 0 0 0 0 0 0 0 0 0 0 12 12 6,3,5,1
Case 4164,2,0 0 0 0 0 0 0 0 0 0 12 12 6 2,4,5,1
Case 4164,2,0 0 0 0 0 0 0 0 0 12 12 6 2 2,5,1,1
Case 4165,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,2
Case 4165,6,0 0 0 0 0 0 0 0 0 0 0 0 3 6,2,5,2
Case 4165,2,0 0 0 0 0 0 0 0 0 0 0 3 6 2,3,4,2
Case 4165,6,0 0 0 0 0 0 0 0 0 0 3 6 2 6,4,4,2
Case 4165,6,0 0 0 0 0 0 0 0 0 3 6 2 6 6,5,2,2
Case 4166,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,3,1
Case 4166,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,3,1
Case 4166,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,3,1
Case 4166,5,0 0 0 0 0 0 0 0 0 0 5 5 5 5,4,1,1
Case 4167,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6,1,5,1
Case 4167,2,0 0 0 0 0 0 0 0 0 0 0 0 6 2,2,5,1
Case 4167,2,0 0 0 0 0 0 0 0 0 0 0 6 2 2,3,1,1
Case 4168,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,1
Case 4168,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,1
