case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 3433,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 10 4,1,4
Case 3433,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,8,4,0 0 0 0 0 0 0 0 0 0 0 0 10 4 4,2,15
Case 3433,8,0 0 0 0 0 0 0 0 0 0 0 3 3 4 8,3,4,15,0 0 0 0 0 0 0 0 0 0 0 10 4 4 15,3,15
Case 3433,4,0 0 0 0 0 0 0 0 0 0 3 3 4 8 4,4,5,15,0 0 0 0 0 0 0 0 0 0 10 4 4 15 15,4,15
Case 3433,5,0 0 0 0 0 0 0 0 0 3 3 4 8 4 5,5,6,15,0 0 0 0 0 0 0 0 0 10 4 4 15 15 15,5,7
Case 3433,6,0 0 0 0 0 0 0 0 3 3 4 8 4 5 6,6,2,7,0 0 0 0 0 0 0 0 10 4 4 15 15 15 7,6,2
Case 3434,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,11
Case 3434,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11 11,1,13
Case 3434,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,4,13,0 0 0 0 0 0 0 0 0 0 0 0 11 11 13,2,13
Case 3434,4,0 0 0 0 0 0 0 0 0 0 0 3 4 8 4,3,5,13,0 0 0 0 0 0 0 0 0 0 0 11 11 13 13,3,13
Case 3434,5,0 0 0 0 0 0 0 0 0 0 3 4 8 4 5,4,6,13,0 0 0 0 0 0 0 0 0 0 11 11 13 13 13,4,7
Case 3434,6,0 0 0 0 0 0 0 0 0 3 4 8 4 5 6,5,2,7,0 0 0 0 0 0 0 0 0 11 11 13 13 13 7,5,2
Case 3435,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 3435,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,8
Case 3435,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,5,8,0 0 0 0 0 0 0 0 0 0 0 0 3 3 8,2,8
Case 3435,5,0 0 0 0 0 0 0 0 0 0 0 3 3 4 5,3,6,8,0 0 0 0 0 0 0 0 0 0 0 3 3 8 8,3,7
Case 3435,6,0 0 0 0 0 0 0 0 0 0 3 3 4 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 3 3 8 8 7,4,2
Case 3436,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,20,0 0 0 0 0 0 0 0 0 0 0 0 0 0 20,0,11
Case 3436,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,11,0 0 0 0 0 0 0 0 0 0 0 0 0 20 11,1,11
Case 3436,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,8,11,0 0 0 0 0 0 0 0 0 0 0 0 20 11 11,2,11
Case 3436,8,0 0 0 0 0 0 0 0 0 0 0 3 4 8 8,3,8,11,0 0 0 0 0 0 0 0 0 0 0 20 11 11 11,3,11
Case 3436,8,0 0 0 0 0 0 0 0 0 0 3 4 8 8 8,4,8,11,0 0 0 0 0 0 0 0 0 0 20 11 11 11 11,4,4
Case 3436,8,0 0 0 0 0 0 0 0 0 3 4 8 8 8 8,5,5,4,0 0 0 0 0 0 0 0 0 20 11 11 11 11 4,5,4
Case 3436,5,0 0 0 0 0 0 0 0 3 4 8 8 8 8 5,6,6,4,0 0 0 0 0 0 0 0 20 11 11 11 11 4 4,6,5
Case 3436,6,0 0 0 0 0 0 0 3 4 8 8 8 8 5 6,7,2,5,0 0 0 0 0 0 0 20 11 11 11 11 4 4 5,7,2
Case 3437,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,6
Case 3437,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6 6,1,6
Case 3437,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6 6,2,7
Case 3437,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 6 6 6 7,3,2
Case 3438,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,15
Case 3438,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 3 15,1,15
Case 3438,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,15,0 0 0 0 0 0 0 0 0 0 0 0 3 15 15,2,7
Case 3438,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 3 15 15 7,3,2
Case 3439,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,5,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 3439,5,0 0 0 0 0 0 0 0 0 0 0 0 0 4 5,1,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4
Case 3439,4,0 0 0 0 0 0 0 0 0 0 0 0 4 5 4,2,8,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,3
Case 3439,8,0 0 0 0 0 0 0 0 0 0 0 4 5 4 8,3,4,3,0 0 0 0 0 0 0 0 0 0 0 3 3 4 3,3,3
Case 3439,4,0 0 0 0 0 0 0 0 0 0 4 5 4 8 4,4,8,3,0 0 0 0 0 0 0 0 0 0 3 3 4 3 3,4,3
Case 3439,8,0 0 0 0 0 0 0 0 0 4 5 4 8 4 8,5,5,3,0 0 0 0 0 0 0 0 0 3 3 4 3 3 3,5,3
Case 3439,5,0 0 0 0 0 0 0 0 4 5 4 8 4 8 5,6,6,3,0 0 0 0 0 0 0 0 3 3 4 3 3 3 3,6,5
Case 3439,6,0 0 0 0 0 0 0 4 5 4 8 4 8 5 6,7,2,5,0 0 0 0 0 0 0 3 3 4 3 3 3 3 5,7,2
Case 3440,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 3440,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,4
Case 3440,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,5,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4 4,2,4
Case 3440,5,0 0 0 0 0 0 0 0 0 0 0 3 4 8 5,3,6,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4 4,3,5
Case 3440,6,0 0 0 0 0 0 0 0 0 0 3 4 8 5 6,4,2,5,0 0 0 0 0 0 0 0 0 0 4 4 4 4 5,4,2
Case 3441,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,4
Case 3441,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 11 4,1,4
Case 3441,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 11 4 4,2,7
Case 3441,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 11 4 4 7,3,2
Case 3442,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,4
Case 3442,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 6 4,1,4
Case 3442,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 6 4 4,2,5
Case 3442,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 6 4 4 5,3,2
Case 3443,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4
Case 3443,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,10,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,4
Case 3443,10,0 0 0 0 0 0 0 0 0 0 0 0 3 4 10,2,5,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4 4,2,3
Case 3443,5,0 0 0 0 0 0 0 0 0 0 0 3 4 10 5,3,2,3,0 0 0 0 0 0 0 0 0 0 0 3 4 4 3,3,2
Case 3444,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,9,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,4
Case 3444,9,0 0 0 0 0 0 0 0 0 0 0 0 0 3 9,1,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 6 4,1,4
Case 3444,9,0 0 0 0 0 0 0 0 0 0 0 0 3 9 9,2,13,4,0 0 0 0 0 0 0 0 0 0 0 0 6 4 4,2,24
Case 3444,13,0 0 0 0 0 0 0 0 0 0 0 3 9 9 13,3,13,24,0 0 0 0 0 0 0 0 0 0 0 6 4 4 24,3,24
Case 3444,13,0 0 0 0 0 0 0 0 0 0 3 9 9 13 13,4,10,24,0 0 0 0 0 0 0 0 0 0 6 4 4 24 24,4,4
Case 3444,10,0 0 0 0 0 0 0 0 0 3 9 9 13 13 10,5,5,4,0 0 0 0 0 0 0 0 0 6 4 4 24 24 4,5,4
Case 3444,5,0 0 0 0 0 0 0 0 3 9 9 13 13 10 5,6,6,4,0 0 0 0 0 0 0 0 6 4 4 24 24 4 4,6,5
Case 3444,6,0 0 0 0 0 0 0 3 9 9 13 13 10 5 6,7,2,5,0 0 0 0 0 0 0 6 4 4 24 24 4 4 5,7,2
Case 3445,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,10
Case 3445,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10 10,1,4
Case 3445,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 10 10 4,2,7
Case 3445,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 10 10 4 7,3,2
Case 3446,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,6
Case 3446,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6 6,1,6
Case 3446,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6 6,2,7
Case 3446,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 6 6 6 7,3,2
Case 3447,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,8
Case 3447,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,8,0 0 0 0 0 0 0 0 0 0 0 0 0 6 8,1,3
Case 3447,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,5,3,0 0 0 0 0 0 0 0 0 0 0 0 6 8 3,2,3
Case 3447,5,0 0 0 0 0 0 0 0 0 0 0 3 4 5 5,3,6,3,0 0 0 0 0 0 0 0 0 0 0 6 8 3 3,3,7
Case 3447,6,0 0 0 0 0 0 0 0 0 0 3 4 5 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 6 8 3 3 7,4,2
Case 3448,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,11
Case 3448,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,11,0 0 0 0 0 0 0 0 0 0 0 0 0 3 11,1,11
Case 3448,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,11,0 0 0 0 0 0 0 0 0 0 0 0 3 11 11,2,5
Case 3448,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 3 11 11 5,3,2
Case 3449,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 3449,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4
Case 3449,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,8,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,4
Case 3449,8,0 0 0 0 0 0 0 0 0 0 0 3 3 4 8,3,5,4,0 0 0 0 0 0 0 0 0 0 0 3 3 4 4,3,4
Case 3449,5,0 0 0 0 0 0 0 0 0 0 3 3 4 8 5,4,6,4,0 0 0 0 0 0 0 0 0 0 3 3 4 4 4,4,5
Case 3449,6,0 0 0 0 0 0 0 0 0 3 3 4 8 5 6,5,2,5,0 0 0 0 0 0 0 0 0 3 3 4 4 4 5,5,2
Case 3450,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 3450,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,4
Case 3450,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,4,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4 4,2,4
Case 3450,4,0 0 0 0 0 0 0 0 0 0 0 3 4 8 4,3,5,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4 4,3,4
Case 3450,5,0 0 0 0 0 0 0 0 0 0 3 4 8 4 5,4,4,4,0 0 0 0 0 0 0 0 0 0 4 4 4 4 4,4,12
Case 3450,4,0 0 0 0 0 0 0 0 0 3 4 8 4 5 4,5,5,12,0 0 0 0 0 0 0 0 0 4 4 4 4 4 12,5,9
Case 3450,5,0 0 0 0 0 0 0 0 3 4 8 4 5 4 5,6,6,9,0 0 0 0 0 0 0 0 4 4 4 4 4 12 9,6,7
Case 3450,6,0 0 0 0 0 0 0 3 4 8 4 5 4 5 6,7,2,7,0 0 0 0 0 0 0 4 4 4 4 4 12 9 7,7,2
Case 3451,7,0 0 0 0 0 0 0 0 0 0 0 0 0 0 7,0,3,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,10
Case 3451,3,0 0 0 0 0 0 0 0 0 0 0 0 0 7 3,1,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10 10,1,15
Case 3451,4,0 0 0 0 0 0 0 0 0 0 0 0 7 3 4,2,5,15,0 0 0 0 0 0 0 0 0 0 0 0 10 10 15,2,15
Case 3451,5,0 0 0 0 0 0 0 0 0 0 0 7 3 4 5,3,6,15,0 0 0 0 0 0 0 0 0 0 0 10 10 15 15,3,7
Case 3451,6,0 0 0 0 0 0 0 0 0 0 7 3 4 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 10 10 15 15 7,4,2
Case 3452,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,9,0 0 0 0 0 0 0 0 0 0 0 0 0 0 9,0,21
Case 3452,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,21,0 0 0 0 0 0 0 0 0 0 0 0 0 9 21,1,21
Case 3452,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,21,0 0 0 0 0 0 0 0 0 0 0 0 9 21 21,2,7
Case 3452,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 9 21 21 7,3,2
Case 3453,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,10
Case 3453,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10 10,1,10
Case 3453,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,5,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10 10,2,4
Case 3453,5,0 0 0 0 0 0 0 0 0 0 0 3 3 4 5,3,6,4,0 0 0 0 0 0 0 0 0 0 0 10 10 10 4,3,7
Case 3453,6,0 0 0 0 0 0 0 0 0 0 3 3 4 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 10 10 10 4 7,4,2
Case 3454,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,4
Case 3454,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 11 4,1,16
Case 3454,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4 4,2,8,16,0 0 0 0 0 0 0 0 0 0 0 0 11 4 16,2,16
Case 3454,8,0 0 0 0 0 0 0 0 0 0 0 3 4 4 8,3,5,16,0 0 0 0 0 0 0 0 0 0 0 11 4 16 16,3,16
Case 3454,5,0 0 0 0 0 0 0 0 0 0 3 4 4 8 5,4,6,16,0 0 0 0 0 0 0 0 0 0 11 4 16 16 16,4,5
Case 3454,6,0 0 0 0 0 0 0 0 0 3 4 4 8 5 6,5,2,5,0 0 0 0 0 0 0 0 0 11 4 16 16 16 5,5,2
Case 3455,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 15,0,15
Case 3455,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15 15,1,15
Case 3455,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15 15,2,7
Case 3455,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 15 15 15 7,3,2
Case 3456,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,11
Case 3456,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,3,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11 11,1,11
Case 3456,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3 3,2,4,11,0 0 0 0 0 0 0 0 0 0 0 0 11 11 11,2,8
Case 3456,4,0 0 0 0 0 0 0 0 0 0 0 3 3 3 4,3,5,8,0 0 0 0 0 0 0 0 0 0 0 11 11 11 8,3,8
Case 3456,5,0 0 0 0 0 0 0 0 0 0 3 3 3 4 5,4,6,8,0 0 0 0 0 0 0 0 0 0 11 11 11 8 8,4,7
Case 3456,6,0 0 0 0 0 0 0 0 0 3 3 3 4 5 6,5,2,7,0 0 0 0 0 0 0 0 0 11 11 11 8 8 7,5,2
Case 3457,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 3457,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,4
Case 3457,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,4,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4 4,2,4
Case 3457,4,0 0 0 0 0 0 0 0 0 0 0 3 4 8 4,3,5,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4 4,3,4
Case 3457,5,0 0 0 0 0 0 0 0 0 0 3 4 8 4 5,4,6,4,0 0 0 0 0 0 0 0 0 0 4 4 4 4 4,4,7
Case 3457,6,0 0 0 0 0 0 0 0 0 3 4 8 4 5 6,5,2,7,0 0 0 0 0 0 0 0 0 4 4 4 4 4 7,5,2
Case 3458,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,5,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,6
Case 3458,5,0 0 0 0 0 0 0 0 0 0 0 0 0 3 5,1,6,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6 6,1,7
Case 3458,6,0 0 0 0 0 0 0 0 0 0 0 0 3 5 6,2,2,7,0 0 0 0 0 0 0 0 0 0 0 0 6 6 7,2,2
Case 3459,7,0 0 0 0 0 0 0 0 0 0 0 0 0 0 7,0,3,17,0 0 0 0 0 0 0 0 0 0 0 0 0 0 17,0,18
Case 3459,3,0 0 0 0 0 0 0 0 0 0 0 0 0 7 3,1,4,18,0 0 0 0 0 0 0 0 0 0 0 0 0 17 18,1,4
Case 3459,4,0 0 0 0 0 0 0 0 0 0 0 0 7 3 4,2,5,4,0 0 0 0 0 0 0 0 0 0 0 0 17 18 4,2,4
Case 3459,5,0 0 0 0 0 0 0 0 0 0 0 7 3 4 5,3,6,4,0 0 0 0 0 0 0 0 0 0 0 17 18 4 4,3,7
Case 3459,6,0 0 0 0 0 0 0 0 0 0 7 3 4 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 17 18 4 4 7,4,2
Case 3460,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 3460,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,4
Case 3460,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4 4,2,7
Case 3460,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 4 4 4 7,3,2
Case 3461,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 3461,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,3
Case 3461,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3 3,2,7
Case 3461,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 3 3 3 7,3,2
Case 3462,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,16,0 0 0 0 0 0 0 0 0 0 0 0 0 0 16,0,16
Case 3462,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16 16,1,16
Case 3462,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,5,16,0 0 0 0 0 0 0 0 0 0 0 0 16 16 16,2,16
Case 3462,5,0 0 0 0 0 0 0 0 0 0 0 3 4 8 5,3,6,16,0 0 0 0 0 0 0 0 0 0 0 16 16 16 16,3,5
Case 3462,6,0 0 0 0 0 0 0 0 0 0 3 4 8 5 6,4,2,5,0 0 0 0 0 0 0 0 0 0 16 16 16 16 5,4,2
Case 3463,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,16
Case 3463,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,16,0 0 0 0 0 0 0 0 0 0 0 0 0 11 16,1,16
Case 3463,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,16,0 0 0 0 0 0 0 0 0 0 0 0 11 16 16,2,7
Case 3463,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 11 16 16 7,3,2
Case 3464,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
