case_id,Resource,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 4327,3,0 0 0 0 0 0 0 3 3 3 3 3 3 3,7,4,2
Case 4328,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,10,2
Case 4328,12,0 0 0 0 0 0 0 0 0 0 0 0 14 12,2,10,2
Case 4328,12,0 0 0 0 0 0 0 0 0 0 0 14 12 12,3,4,2
Case 4329,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,8,2
Case 4329,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,8,2
Case 4329,9,0 0 0 0 0 0 0 0 0 0 0 9 9 9,3,8,2
Case 4329,9,0 0 0 0 0 0 0 0 0 0 9 9 9 9,4,8,2
Case 4329,9,0 0 0 0 0 0 0 0 0 9 9 9 9 9,5,8,2
Case 4329,9,0 0 0 0 0 0 0 0 9 9 9 9 9 9,6,4,2
Case 433,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,2,1
Case 433,3,0 0 0 0 0 0 0 0 0 0 0 0 11 3,2,2,1
Case 433,3,0 0 0 0 0 0 0 0 0 0 0 11 3 3,3,2,1
Case 433,3,0 0 0 0 0 0 0 0 0 0 11 3 3 3,4,2,1
Case 433,3,0 0 0 0 0 0 0 0 0 11 3 3 3 3,5,3,1
Case 4330,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,2,2
Case 4330,3,0 0 0 0 0 0 0 0 0 0 0 0 14 3,2,7,2
Case 4330,8,0 0 0 0 0 0 0 0 0 0 0 14 3 8,3,7,2
Case 4330,8,0 0 0 0 0 0 0 0 0 0 14 3 8 8,4,4,2
Case 4331,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,5,2
Case 4331,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,5,2
Case 4331,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4,3,4,2
Case 4332,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,12,1
Case 4332,11,0 0 0 0 0 0 0 0 0 0 0 0 11 11,2,12,1
Case 4332,11,0 0 0 0 0 0 0 0 0 0 0 11 11 11,3,3,1
Case 4333,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,11,2
Case 4333,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,11,2
Case 4333,7,0 0 0 0 0 0 0 0 0 0 0 7 7 7,3,4,2
Case 4334,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,10,2
Case 4334,12,0 0 0 0 0 0 0 0 0 0 0 0 2 12,2,10,2
Case 4334,12,0 0 0 0 0 0 0 0 0 0 0 2 12 12,3,4,2
Case 4335,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,2
Case 4335,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,2
Case 4335,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,4,2
Case 4336,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,2
Case 4336,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,2,2
Case 4336,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,2,2
Case 4336,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,2,2
Case 4336,3,0 0 0 0 0 0 0 0 0 3 3 3 3 3,5,4,2
Case 4337,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,2,1
Case 4337,3,0 0 0 0 0 0 0 0 0 0 0 0 11 3,2,2,1
Case 4337,3,0 0 0 0 0 0 0 0 0 0 0 11 3 3,3,13,1
Case 4337,15,0 0 0 0 0 0 0 0 0 0 11 3 3 15,4,3,1
Case 4338,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,2,1
Case 4338,3,0 0 0 0 0 0 0 0 0 0 0 0 14 3,2,1,1
Case 4338,2,0 0 0 0 0 0 0 0 0 0 0 14 3 2,3,1,1
Case 4338,2,0 0 0 0 0 0 0 0 0 0 14 3 2 2,4,1,1
Case 4338,2,0 0 0 0 0 0 0 0 0 14 3 2 2 2,5,2,1
Case 4338,3,0 0 0 0 0 0 0 0 14 3 2 2 2 3,6,3,1
Case 4339,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6,1,2,2
Case 4339,3,0 0 0 0 0 0 0 0 0 0 0 0 6 3,2,10,2
Case 4339,12,0 0 0 0 0 0 0 0 0 0 0 6 3 12,3,10,2
Case 4339,12,0 0 0 0 0 0 0 0 0 0 6 3 12 12,4,4,2
Case 434,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,6,2
Case 434,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,2,2
Case 434,3,0 0 0 0 0 0 0 0 0 0 0 5 5 3,3,4,2
Case 4340,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,2
Case 4340,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,2
Case 4340,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,4,2
Case 4341,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,13,2
Case 4341,15,0 0 0 0 0 0 0 0 0 0 0 0 14 15,2,2,2
Case 4341,3,0 0 0 0 0 0 0 0 0 0 0 14 15 3,3,4,2
Case 4342,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6,1,19,2
Case 4342,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6,2,19,2
Case 4342,6,0 0 0 0 0 0 0 0 0 0 0 6 6 6,3,4,2
Case 4343,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,5,2
Case 4343,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,2,2
Case 4343,3,0 0 0 0 0 0 0 0 0 0 0 4 4 3,3,4,2
Case 4344,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,2
Case 4344,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,2
Case 4344,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,4,2
Case 4345,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,2,2
Case 4345,3,0 0 0 0 0 0 0 0 0 0 0 0 10 3,2,2,2
Case 4345,3,0 0 0 0 0 0 0 0 0 0 0 10 3 3,3,4,2
Case 4346,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,17,2
Case 4346,19,0 0 0 0 0 0 0 0 0 0 0 0 7 19,2,17,2
Case 4346,19,0 0 0 0 0 0 0 0 0 0 0 7 19 19,3,4,2
Case 4347,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,6,2
Case 4347,5,0 0 0 0 0 0 0 0 0 0 0 0 2 5,2,2,2
Case 4347,3,0 0 0 0 0 0 0 0 0 0 0 2 5 3,3,4,2
Case 4348,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,1,1
Case 4348,2,0 0 0 0 0 0 0 0 0 0 0 0 4 2,2,1,1
Case 4348,2,0 0 0 0 0 0 0 0 0 0 0 4 2 2,3,1,1
Case 4348,2,0 0 0 0 0 0 0 0 0 0 4 2 2 2,4,3,1
Case 4349,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,11,2
Case 4349,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,11,2
Case 4349,7,0 0 0 0 0 0 0 0 0 0 0 7 7 7,3,4,2
Case 435,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,6,1
Case 435,5,0 0 0 0 0 0 0 0 0 0 0 0 2 5,2,2,1
Case 435,3,0 0 0 0 0 0 0 0 0 0 0 2 5 3,3,2,1
Case 435,3,0 0 0 0 0 0 0 0 0 0 2 5 3 3,4,3,1
Case 4350,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,11,2
Case 4350,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,5,2
Case 4350,4,0 0 0 0 0 0 0 0 0 0 0 7 7 4,3,5,2
Case 4350,4,0 0 0 0 0 0 0 0 0 0 7 7 4 4,4,4,2
Case 4351,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,1,1
Case 4351,2,0 0 0 0 0 0 0 0 0 0 0 0 11 2,2,1,1
Case 4351,2,0 0 0 0 0 0 0 0 0 0 0 11 2 2,3,1,1
Case 4351,2,0 0 0 0 0 0 0 0 0 0 11 2 2 2,4,3,1
Case 4352,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,1
Case 4352,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,2,1
Case 4352,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,2,1
Case 4352,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,3,1
Case 4353,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,1
Case 4353,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,1
Case 4353,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,2,1
Case 4353,3,0 0 0 0 0 0 0 0 0 0 2 2 2 3,4,2,1
Case 4353,3,0 0 0 0 0 0 0 0 0 2 2 2 3 3,5,2,1
Case 4353,3,0 0 0 0 0 0 0 0 2 2 2 3 3 3,6,3,1
Case 4354,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,7
Case 4354,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,1,7
Case 4354,2,0 0 0 0 0 0 0 0 0 0 0 2 3 2,3,1,7
Case 4355,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,6,2
Case 4355,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,6,2
Case 4355,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,4,2
Case 4356,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,2,2
Case 4356,3,0 0 0 0 0 0 0 0 0 0 0 0 12 3,2,2,2
Case 4356,3,0 0 0 0 0 0 0 0 0 0 0 12 3 3,3,2,2
Case 4356,3,0 0 0 0 0 0 0 0 0 0 12 3 3 3,4,2,2
Case 4356,3,0 0 0 0 0 0 0 0 0 12 3 3 3 3,5,4,2
Case 4357,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,2
Case 4357,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,2
Case 4357,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,4,2
Case 4358,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,2
Case 4358,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,2,2
Case 4358,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,4,2
Case 4359,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,1
Case 4359,13,0 0 0 0 0 0 0 0 0 0 0 0 2 13,2,15,1
Case 4359,14,0 0 0 0 0 0 0 0 0 0 0 2 13 14,3,15,1
Case 4359,14,0 0 0 0 0 0 0 0 0 0 2 13 14 14,4,3,1
Case 436,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,6,2
Case 436,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,6,2
Case 436,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,6,2
Case 436,5,0 0 0 0 0 0 0 0 0 0 5 5 5 5,4,4,2
Case 4360,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,11,2
Case 4360,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,11,2
Case 4360,7,0 0 0 0 0 0 0 0 0 0 0 7 7 7,3,4,2
Case 4361,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,6,1
Case 4361,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,6,1
Case 4361,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,1,1
Case 4361,2,0 0 0 0 0 0 0 0 0 0 5 5 5 2,4,3,1
Case 4362,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,2
Case 4362,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,2,2
Case 4362,3,0 0 0 0 0 0 0 0 0 0 0 2 3 3,3,4,2
Case 4363,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,11,2
Case 4363,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,15,2
Case 4363,14,0 0 0 0 0 0 0 0 0 0 0 7 7 14,3,15,2
Case 4363,14,0 0 0 0 0 0 0 0 0 0 7 7 14 14,4,15,2
Case 4363,14,0 0 0 0 0 0 0 0 0 7 7 14 14 14,5,4,2
Case 4364,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,10,2
Case 4364,12,0 0 0 0 0 0 0 0 0 0 0 0 5 12,2,7,2
Case 4364,8,0 0 0 0 0 0 0 0 0 0 0 5 12 8,3,4,2
Case 4365,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,1
Case 4365,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,1
Case 4365,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,2,1
Case 4365,3,0 0 0 0 0 0 0 0 0 0 2 2 2 3,4,3,1
Case 4366,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,17,2
Case 4366,19,0 0 0 0 0 0 0 0 0 0 0 0 3 19,2,17,2
Case 4366,19,0 0 0 0 0 0 0 0 0 0 0 3 19 19,3,4,2
Case 4367,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,2
Case 4367,4,0 0 0 0 0 0 0 0 0 0 0 0 2 4,2,4,2
Case 4368,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,5,2
Case 4368,4,0 0 0 0 0 0 0 0 0 0 0 0 2 4,2,5,2
Case 4368,4,0 0 0 0 0 0 0 0 0 0 0 2 4 4,3,4,2
Case 4369,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,1
Case 4369,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,6,1
Case 4369,5,0 0 0 0 0 0 0 0 0 0 0 2 3 5,3,6,1
Case 4369,5,0 0 0 0 0 0 0 0 0 0 2 3 5 5,4,3,1
Case 437,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,2
Case 437,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,2,2
Case 437,3,0 0 0 0 0 0 0 0 0 0 0 2 3 3,3,2,2
Case 437,3,0 0 0 0 0 0 0 0 0 0 2 3 3 3,4,4,2
Case 4370,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,3
Case 4370,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,2,3
Case 4371,5,0 0 0 0 0 0 0 0 0 0 0 0 0 5,1,6,2
Case 4371,5,0 0 0 0 0 0 0 0 0 0 0 0 5 5,2,6,2
Case 4371,5,0 0 0 0 0 0 0 0 0 0 0 5 5 5,3,4,2
Case 4372,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,2
Case 4372,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,4,2
Case 4373,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,2
Case 4373,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,2,2
Case 4373,3,0 0 0 0 0 0 0 0 0 0 0 2 2 3,3,4,2
Case 4374,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,2
Case 4374,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,2,2
Case 4374,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,4,2
Case 4375,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,2,2
Case 4375,3,0 0 0 0 0 0 0 0 0 0 0 0 8 3,2,2,2
Case 4375,3,0 0 0 0 0 0 0 0 0 0 0 8 3 3,3,2,2
Case 4375,3,0 0 0 0 0 0 0 0 0 0 8 3 3 3,4,2,2
Case 4375,3,0 0 0 0 0 0 0 0 0 8 3 3 3 3,5,2,2
Case 4375,3,0 0 0 0 0 0 0 0 8 3 3 3 3 3,6,2,2
Case 4375,3,0 0 0 0 0 0 0 8 3 3 3 3 3 3,7,2,2
Case 4375,3,0 0 0 0 0 0 8 3 3 3 3 3 3 3,8,4,2
Case 4376,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,2
Case 4376,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,2,2
Case 4376,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,4,2
Case 4377,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,1,2
Case 4377,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,2
Case 4377,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,4,2
Case 4378,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,2
Case 4378,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,2,2
Case 4378,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,2,2
Case 4378,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,2,2
Case 4378,3,0 0 0 0 0 0 0 0 0 3 3 3 3 3,5,2,2
Case 4378,3,0 0 0 0 0 0 0 0 3 3 3 3 3 3,6,4,2
Case 4379,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,14,2
Case 4379,16,0 0 0 0 0 0 0 0 0 0 0 0 2 16,2,14,2
Case 4379,16,0 0 0 0 0 0 0 0 0 0 0 2 16 16,3,4,2
Case 438,18,0 0 0 0 0 0 0 0 0 0 0 0 0 18,1,2,1
Case 438,3,0 0 0 0 0 0 0 0 0 0 0 0 18 3,2,1,1
Case 438,2,0 0 0 0 0 0 0 0 0 0 0 18 3 2,3,1,1
Case 438,2,0 0 0 0 0 0 0 0 0 0 18 3 2 2,4,1,1
