case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature
Case 1621,16,0 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,16,31
Case 1621,16,0 16 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 390,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 390,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 390,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 1941,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,31
Case 1941,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,31
Case 1941,2,0 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 404,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,22,37
Case 404,22,0 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,22,37
Case 404,22,0 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,37
Case 791,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,29,59
Case 791,29,0 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,29,59
Case 791,29,0 29 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,59,59
Case 1485,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,27,42
Case 1485,27,0 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,27,42
Case 1485,27,0 27 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,42,42
Case 1000,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 1000,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 1000,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,5,44
Case 1000,5,0 0 0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,44,44
Case 2915,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,40
Case 2915,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,25,40
Case 2915,25,0 0 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,25,40
Case 2915,25,0 0 25 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,40,40
Case 1768,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,51
Case 1768,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,51
Case 1768,3,0 0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,51,51
Case 1006,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,48
Case 1006,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,48
Case 1006,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,48,48
Case 2742,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,45
Case 2742,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,30,45
Case 2742,30,0 0 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,30,45
Case 2742,30,0 0 30 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,45,45
Case 1223,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 1223,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 1223,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,44
Case 1223,1,0 0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,13,44
Case 1223,13,0 0 0 1 13 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,44,44
Case 1703,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,44
Case 1703,14,0 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,14,44
Case 1703,14,0 14 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 4505,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 4505,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 4505,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 2441,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,13,31
Case 2441,13,0 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,31
Case 2441,13,0 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,13,31
Case 2441,13,0 13 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,31,31
Case 588,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,15,31
Case 588,15,0 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,16,31
Case 588,16,0 15 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 1400,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 1400,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 1400,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 1196,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,13,46
Case 1196,13,0 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,46
Case 1196,13,0 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,46,46
Case 1468,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,31,46
Case 1468,31,0 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,31,46
Case 1468,31,0 31 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,46
Case 1468,31,0 31 31 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,46,46
Case 189,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 189,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,44
Case 189,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,44
Case 189,1,0 0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,44,44
Case 4378,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,58
Case 4378,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,58
Case 4378,12,0 0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,12,58
Case 4378,12,0 0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,13,58
Case 4378,13,0 0 12 12 13 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,13,58
Case 4378,13,0 0 12 12 13 13 -1 -1 -1 -1 -1 -1 -1 -1,6,58,58
Case 3806,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 3806,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 3806,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,22,37
Case 3806,22,0 0 0 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,22,37
Case 3806,22,0 0 0 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,22,37
Case 3806,22,0 0 0 22 22 22 -1 -1 -1 -1 -1 -1 -1 -1,6,37,37
Case 1030,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 1030,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 1030,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,33
Case 1030,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,18,33
Case 1030,18,0 0 0 0 18 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,33,33
Case 1798,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,55
Case 1798,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,55
Case 1798,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,40,55
Case 1798,40,0 0 0 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,55,55
Case 2088,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,55
Case 2088,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,55
Case 2088,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,40,55
Case 2088,40,0 0 0 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,55,55
Case 765,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,34
Case 765,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,19,34
Case 765,19,0 6 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,34,34
Case 2131,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,11,46
Case 2131,11,0 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,11,46
Case 2131,11,0 11 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,46,46
Case 1191,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,47
Case 1191,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,47
Case 1191,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,17,47
Case 1191,17,0 0 0 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,17,47
Case 1191,17,0 0 0 17 17 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,47,47
Case 81,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,58
Case 81,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,58
Case 81,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,58
Case 81,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,9,58
Case 81,9,0 0 0 0 9 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,10,58
Case 81,10,0 0 0 0 9 10 -1 -1 -1 -1 -1 -1 -1 -1,6,58,58
Case 3918,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,28,43
Case 3918,28,0 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,28,43
Case 3918,28,0 28 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,43,43
Case 899,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,56
Case 899,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,56
Case 899,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,41,56
Case 899,41,0 0 0 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,41,56
Case 899,41,0 0 0 41 41 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,41,56
Case 899,41,0 0 0 41 41 41 -1 -1 -1 -1 -1 -1 -1 -1,6,41,56
Case 899,41,0 0 0 41 41 41 41 -1 -1 -1 -1 -1 -1 -1,7,56,56
Case 1130,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,47
Case 1130,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,47
Case 1130,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,47,47
Case 3849,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,37,52
Case 3849,37,0 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,37,52
Case 3849,37,0 37 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,52
Case 3849,37,0 37 37 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,52,52
Case 360,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,49
Case 360,14,0 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,34,49
Case 360,34,0 14 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,49,49
Case 3238,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,48
Case 3238,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,48
Case 3238,6,0 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,34,48
Case 3238,34,0 6 6 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,34,48
Case 3238,34,0 6 6 34 34 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,48,48
Case 3238,48,0 6 6 34 34 48 -1 -1 -1 -1 -1 -1 -1 -1,6,48,48
Case 10,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,36,51
Case 10,36,0 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,36,51
Case 10,36,0 36 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,51,51
Case 864,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,12,57
Case 864,12,0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,57
Case 864,12,0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,27,57
Case 864,27,0 12 12 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,27,57
Case 864,27,0 12 12 27 27 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,57,57
Case 4290,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,13,31
Case 4290,13,0 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,31
Case 4290,13,0 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 2817,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,5,46
Case 2817,5,0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,16,46
Case 2817,16,0 5 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,46,46
Case 3168,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,5,49
Case 3168,5,0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,35,49
Case 3168,35,0 5 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,49,49
Case 151,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 151,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 151,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 1652,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,13,48
Case 1652,13,0 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,48
Case 1652,13,0 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,48
Case 1652,33,0 13 13 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,48,48
Case 166,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,12,44
Case 166,12,0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,44
Case 166,12,0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 2933,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,31
Case 2933,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,31
Case 2933,2,0 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 2635,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 2635,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 2635,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 430,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 430,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 430,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 1352,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 1352,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 1352,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 2979,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,5,45
Case 2979,5,0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,5,45
Case 2979,5,0 5 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,45,45
Case 3332,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,33
Case 3332,4,0 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,17,33
Case 3332,17,0 4 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 2664,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,18,33
Case 2664,18,0 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,18,33
Case 2664,18,0 18 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 1399,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 1399,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 1399,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 3571,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 3571,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,36
Case 3571,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,5,36
Case 3571,5,0 0 0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,5,36
Case 3571,5,0 0 0 5 5 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,36,36
Case 2865,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 2865,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 2865,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 2559,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,47
Case 2559,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,47
Case 2559,4,0 0 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,47
Case 2559,4,0 0 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,47,47
Case 2383,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,20,35
Case 2383,20,0 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,20,35
Case 2383,20,0 20 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,35,35
Case 3068,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,3,39
Case 3068,3,0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,39
Case 3068,3,0 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,39,39
Case 1701,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,13,32
Case 1701,13,0 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,32
Case 1701,13,0 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,14,32
Case 1701,14,0 13 13 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,32,32
Case 4207,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,31
Case 4207,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,13,31
Case 4207,13,0 6 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,13,31
Case 4207,13,0 6 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,13,31
Case 4207,13,0 6 13 13 13 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,16,31
Case 4207,16,0 6 13 13 13 16 -1 -1 -1 -1 -1 -1 -1 -1,6,16,31
Case 4207,16,0 6 13 13 13 16 16 -1 -1 -1 -1 -1 -1 -1,7,31,31
Case 4392,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 4392,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 4392,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,33
Case 4392,2,0 0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33
Case 707,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 707,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,15,31
Case 707,15,0 0 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 1328,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 1328,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,31
Case 1328,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,31
Case 1328,1,0 0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,1,31
