case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature
Case 3880,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,38,38
Case 292,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,35
Case 292,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,35
Case 292,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,35,35
Case 2074,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 2074,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 2074,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 3095,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 3095,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,36
Case 3095,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 954,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 954,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 954,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 3844,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 3844,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,36
Case 3844,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 2847,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,34
Case 2847,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,34
Case 2847,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,34,34
Case 1101,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,38
Case 1101,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,8,38
Case 1101,8,0 0 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,38,38
Case 1791,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,11,40
Case 1791,11,0 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,25,40
Case 1791,25,0 11 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,40,40
Case 80,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,38
Case 80,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,8,38
Case 80,8,0 1 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,38,38
Case 242,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,20,35
Case 242,20,0 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,20,35
Case 242,20,0 20 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,35,35
Case 4355,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,35
Case 4355,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,35
Case 4355,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,35,35
Case 211,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,37
Case 211,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,37,37
Case 3341,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,10,41
Case 3341,10,0 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,11,41
Case 3341,11,0 10 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,41,41
Case 3738,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,30
Case 3738,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,30
Case 3738,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,30,30
Case 3002,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,38
Case 3002,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,38
Case 3002,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,38,38
Case 4248,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,38
Case 4248,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,38,38
Case 2227,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,10,41
Case 2227,10,0 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,11,41
Case 2227,11,0 10 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,41,41
Case 2634,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 2634,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 2634,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,37
Case 397,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,30
Case 397,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,30
Case 397,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,30,30
Case 3416,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,37
Case 3416,7,0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,37,37
Case 2390,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,20,39
Case 2390,20,0 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,24,39
Case 2390,24,0 20 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,39,39
Case 427,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,35
Case 427,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,35
Case 427,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,35,35
Case 4371,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 4371,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 4371,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,37
Case 4422,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 4422,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,36
Case 4422,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 4269,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,34
Case 4269,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,34
Case 4269,3,0 0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,4,34
Case 4269,4,0 0 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,34,34
Case 2187,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,12,42
Case 2187,12,0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,42
Case 2187,12,0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,42,42
Case 3182,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,17,33
Case 3182,17,0 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,17,33
Case 3182,17,0 17 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,18,33
Case 3182,18,0 17 17 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33
Case 4030,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 4030,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,32
Case 4030,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 3428,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,38
Case 3428,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,23,38
Case 3428,23,0 2 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,38,38
Case 3898,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 3898,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,36
Case 3898,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 755,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,36
Case 755,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,36
Case 755,3,0 2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 876,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,35
Case 876,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,35
Case 876,2,0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,20,35
Case 876,20,0 0 2 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,35,35
Case 2908,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,34
Case 2908,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,34
Case 2908,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,34,34
Case 3511,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 3511,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,32
Case 3511,2,0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 4032,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 4032,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,33
Case 4032,3,0 0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 3086,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 3086,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,32
Case 3086,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 1815,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 1815,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,32
Case 1815,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 3943,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 3943,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,36
Case 3943,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 2296,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 2296,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,36
Case 2296,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 1075,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,15,43
Case 1075,15,0 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,28,43
Case 1075,28,0 15 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,43,43
Case 3083,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,36
Case 3083,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,10,36
Case 3083,10,0 2 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,21,36
Case 3083,21,0 2 10 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,36,36
Case 1327,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,29,52
Case 1327,29,0 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,37,52
Case 1327,37,0 29 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,52,52
Case 4394,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 4394,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,5,36
Case 4394,5,0 0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 483,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 483,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,31
Case 483,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 1356,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 1356,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,36
Case 1356,2,0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 2256,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,38
Case 2256,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,38,38
Case 3180,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,32
Case 3180,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,32
Case 3180,1,0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 4419,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,5,33
Case 4419,5,0 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,18,33
Case 4419,18,0 5 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 2609,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,33
Case 2609,7,0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,7,33
Case 2609,7,0 7 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,18,33
Case 2609,18,0 7 7 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,33,33
Case 2367,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,22,54
Case 2367,22,0 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,39,54
Case 2367,39,0 22 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,54,54
Case 4282,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,30
Case 4282,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,30
Case 4282,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,30,30
Case 3260,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,30
Case 3260,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,30
Case 3260,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,30,30
Case 2220,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 2220,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 2220,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,37
Case 3638,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,34
Case 3638,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,34
Case 3638,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,34,34
Case 40,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,34
