case_id,concept_name,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 2659,3,2 4 5 5 4 3 0 0 0 0 0 0 0 0,6,2,1
Case 266,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 266,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 266,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2637,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2637,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2637,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2660,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2660,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2660,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2662,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2662,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2662,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2663,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2663,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2663,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2664,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2664,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2664,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2665,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2665,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2665,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2665,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2666,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 2666,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 2666,4,2 2 4 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 2666,5,2 2 4 5 0 0 0 0 0 0 0 0 0 0,4,4,1
Case 2666,5,2 2 4 5 5 0 0 0 0 0 0 0 0 0,5,1,1
Case 2666,3,2 2 4 5 5 3 0 0 0 0 0 0 0 0,6,2,1
Case 2667,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2667,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2667,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 2667,5,2 4 5 5 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 2667,3,2 4 5 5 3 0 0 0 0 0 0 0 0 0,5,3,1
Case 2667,4,2 4 5 5 3 4 0 0 0 0 0 0 0 0,6,4,1
Case 2667,5,2 4 5 5 3 4 5 0 0 0 0 0 0 0,7,1,1
Case 2667,3,2 4 5 5 3 4 5 3 0 0 0 0 0 0,8,2,1
Case 2668,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 2668,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 2668,4,2 2 4 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 2668,9,2 2 4 9 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 2668,3,2 2 4 9 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 2669,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2669,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2669,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2669,4,2 4 3 4 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 2669,3,2 4 3 4 3 0 0 0 0 0 0 0 0 0,5,1,1
Case 2669,3,2 4 3 4 3 3 0 0 0 0 0 0 0 0,6,2,1
Case 267,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 267,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 267,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2670,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2670,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2670,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2672,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2672,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2672,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2661,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2661,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2661,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2661,3,2 3 3 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2636,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 2636,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 2636,4,2 2 4 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2636,3,2 2 4 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2635,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2635,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2635,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2634,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2634,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2634,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2611,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2611,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2611,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2611,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2612,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2612,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2612,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2612,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2613,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2613,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2613,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 2613,5,2 4 5 5 0 0 0 0 0 0 0 0 0 0,4,4,1
Case 2613,5,2 4 5 5 5 0 0 0 0 0 0 0 0 0,5,1,1
Case 2613,3,2 4 5 5 5 3 0 0 0 0 0 0 0 0,6,1,1
Case 2613,3,2 4 5 5 5 3 3 0 0 0 0 0 0 0,7,2,1
Case 2614,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2614,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2614,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2614,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2615,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2615,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2615,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2616,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 2616,5,2 5 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2616,3,2 5 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2617,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2617,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2617,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2618,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2618,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2618,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2619,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2619,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2619,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2619,4,2 4 5 4 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 2619,3,2 4 5 4 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 262,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 262,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 262,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 262,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,4,1
Case 262,5,2 4 5 3 5 0 0 0 0 0 0 0 0 0,5,1,1
Case 262,3,2 4 5 3 5 3 0 0 0 0 0 0 0 0,6,2,1
Case 2620,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2620,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 2620,9,2 4 9 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2620,3,2 4 9 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2621,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2621,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2621,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2621,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2622,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,1
Case 2622,5,4 5 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2622,3,4 5 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2623,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2623,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2623,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2623,4,2 4 5 4 0 0 0 0 0 0 0 0 0 0,4,4,1
Case 2623,5,2 4 5 4 5 0 0 0 0 0 0 0 0 0,5,1,1
Case 2623,3,2 4 5 4 5 3 0 0 0 0 0 0 0 0,6,2,1
Case 2624,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 2624,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 2624,4,2 2 4 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2624,3,2 2 4 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2625,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2625,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2625,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2626,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2626,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2626,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2627,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2627,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2627,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2628,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2628,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2628,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2628,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2629,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2629,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2629,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 263,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 263,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 263,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2630,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2630,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2630,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2631,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2631,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2631,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2631,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2632,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2632,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2632,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2633,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2633,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2633,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2633,4,2 4 5 4 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 2633,3,2 4 5 4 3 0 0 0 0 0 0 0 0 0,5,1,1
Case 2633,3,2 4 5 4 3 3 0 0 0 0 0 0 0 0,6,2,1
Case 2800,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2800,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2800,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2610,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2610,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
Case 2610,4,2 4 4 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 2610,5,2 4 4 5 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 2610,4,2 4 4 5 4 0 0 0 0 0 0 0 0 0,5,1,1
Case 2610,3,2 4 4 5 4 3 0 0 0 0 0 0 0 0,6,2,1
Case 2801,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2801,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2801,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2801,4,2 4 5 4 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 2801,3,2 4 5 4 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 2803,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2803,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2803,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2830,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2830,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2830,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2831,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2831,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2831,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2832,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2832,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2832,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2833,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2833,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2833,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2833,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2834,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2834,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2834,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2834,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2835,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2835,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2835,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2835,4,2 4 5 4 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 2835,3,2 4 5 4 3 0 0 0 0 0 0 0 0 0,5,2,1
Case 2836,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2836,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2836,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2837,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2837,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2837,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2838,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2838,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2838,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,4,1
Case 2838,5,2 4 5 5 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 2838,4,2 4 5 5 4 0 0 0 0 0 0 0 0 0,5,1,1
Case 2838,3,2 4 5 5 4 3 0 0 0 0 0 0 0 0,6,2,1
Case 2839,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2839,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2839,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2839,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 284,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 284,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 284,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 283,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 283,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 283,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2840,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2840,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2840,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2842,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2842,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2842,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2843,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2843,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2843,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2844,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2844,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2844,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2845,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 2845,2,6 2 0 0 0 0 0 0 0 0 0 0 0 0,2,5,1
Case 2845,2,6 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2845,4,6 2 2 4 0 0 0 0 0 0 0 0 0 0,4,4,1
Case 2845,5,6 2 2 4 5 0 0 0 0 0 0 0 0 0,5,3,1
Case 2845,4,6 2 2 4 5 4 0 0 0 0 0 0 0 0,6,1,1
Case 2845,3,6 2 2 4 5 4 3 0 0 0 0 0 0 0,7,2,1
Case 2846,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2846,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2846,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2846,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2847,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2847,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2847,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2848,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2848,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2848,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2848,3,2 4 5 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2849,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,1
Case 2849,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2849,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 285,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 285,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 285,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2850,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2850,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2850,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2851,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2851,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2851,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2841,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2841,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2841,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 2841,3,2 4 3 3 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2829,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2829,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2829,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2828,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2828,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,1
Case 2828,5,2 4 5 0 0 0 0 0 0 0 0 0 0 0,3,3,1
Case 2828,4,2 4 5 4 0 0 0 0 0 0 0 0 0 0,4,3,1
Case 2828,4,2 4 5 4 4 0 0 0 0 0 0 0 0 0,5,1,1
Case 2828,3,2 4 5 4 4 3 0 0 0 0 0 0 0 0,6,2,1
Case 2827,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2827,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2827,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2804,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,1
Case 2804,4,2 4 0 0 0 0 0 0 0 0 0 0 0 0,2,1,1
Case 2804,3,2 4 3 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2805,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,1
Case 2805,2,6 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,1
