case_id,Resource,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 1122,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 1122,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,18,1
Case 1122,18,18 18 18 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 901,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 901,19,18 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 901,19,18 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1817,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 1817,17,18 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 1817,17,18 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4037,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 4037,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 4037,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3885,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 3885,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 3885,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 910,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 910,17,18 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 910,17,18 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 73,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 73,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2534,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 2534,19,18 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 2534,19,18 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1102,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 1102,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 1102,19,18 18 19 0 0 0 0 0 0 0 0 0 0 0,3,19,1
Case 1102,19,18 18 19 19 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 533,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 533,17,18 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 533,17,18 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 829,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 829,17,18 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 829,17,18 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2474,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 2474,6,18 6 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 2474,19,18 6 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3413,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 3413,19,18 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 3413,19,18 19 19 0 0 0 0 0 0 0 0 0 0 0,3,16,1
Case 3413,17,18 19 19 17 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 1112,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,9
Case 1112,10,18 10 0 0 0 0 0 0 0 0 0 0 0 0,2,6,9
Case 1112,6,18 10 6 0 0 0 0 0 0 0 0 0 0 0,3,3,9
Case 1112,8,18 10 6 8 0 0 0 0 0 0 0 0 0 0,4,3,9
Case 1112,8,18 10 6 8 8 0 0 0 0 0 0 0 0 0,5,20,9
Case 1466,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,1
Case 1466,10,18 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,1
Case 1466,10,18 10 10 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1587,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,9
Case 1587,19,18 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,9
Case 1587,19,18 19 19 0 0 0 0 0 0 0 0 0 0 0,3,19,9
Case 1587,19,18 19 19 19 0 0 0 0 0 0 0 0 0 0,4,20,9
Case 2167,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,9
Case 2167,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 2167,17,18 18 17 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 2791,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,9
Case 2791,12,18 12 0 0 0 0 0 0 0 0 0 0 0 0,2,11,9
Case 2791,12,18 12 12 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 1787,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,9
Case 1787,19,18 19 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 1787,17,18 19 17 0 0 0 0 0 0 0 0 0 0 0,3,16,9
Case 1787,17,18 19 17 17 0 0 0 0 0 0 0 0 0 0,4,11,9
Case 1787,12,18 19 17 17 12 0 0 0 0 0 0 0 0 0,5,11,9
Case 1787,12,18 19 17 17 12 12 0 0 0 0 0 0 0 0,6,20,9
Case 4469,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 4469,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,18,1
Case 4469,18,18 18 18 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3880,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 3880,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 292,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 292,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 292,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2074,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 2074,6,17 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 2074,6,17 6 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3095,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 3095,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 3095,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 954,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,1
Case 954,10,17 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,1
Case 954,10,17 10 10 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3844,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 3844,6,17 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 3844,6,17 6 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2847,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 2847,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 2847,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1101,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 1101,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 1101,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1791,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,9
Case 1791,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 1791,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 80,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 80,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 80,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 242,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,20,9
Case 242,20,17 20 0 0 0 0 0 0 0 0 0 0 0 0,2,1,9
Case 242,2,17 20 2 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 4355,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 4355,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 4355,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 211,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 211,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3341,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 3341,6,17 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 3341,6,17 6 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3738,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,1
Case 3738,10,17 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,1
Case 3738,10,17 10 10 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3002,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 3002,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,18,1
Case 3002,18,18 18 18 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4248,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 4248,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2227,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 2227,17,18 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 2227,17,18 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2634,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,1
Case 2634,10,18 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,1
Case 2634,10,18 10 10 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 397,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,1
Case 397,10,18 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,1
Case 397,10,18 10 10 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3416,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 3416,19,18 19 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 2390,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,20,9
Case 2390,20,18 20 0 0 0 0 0 0 0 0 0 0 0 0,2,1,9
Case 2390,2,18 20 2 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 427,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 427,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 427,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4371,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 4371,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 4371,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4422,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 4422,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,18,1
Case 4422,18,18 18 18 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4269,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,1
Case 4269,10,18 10 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 4269,9,18 10 9 0 0 0 0 0 0 0 0 0 0 0,3,16,1
Case 4269,17,18 10 9 17 0 0 0 0 0 0 0 0 0 0,4,2,1
Case 2187,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 2187,6,18 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 2187,6,18 6 6 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3182,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,9
Case 3182,12,18 12 0 0 0 0 0 0 0 0 0 0 0 0,2,11,9
Case 3182,12,18 12 12 0 0 0 0 0 0 0 0 0 0 0,3,11,9
Case 3182,12,18 12 12 12 0 0 0 0 0 0 0 0 0 0,4,20,9
Case 4030,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,1
Case 4030,10,18 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,1
Case 4030,10,18 10 10 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3428,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,9
Case 3428,17,18 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 3428,17,18 17 17 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 3898,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,1
Case 3898,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,18,1
Case 3898,18,18 18 18 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 755,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 755,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 755,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 876,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,9
Case 876,19,17 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,9
Case 876,19,17 19 19 0 0 0 0 0 0 0 0 0 0 0,3,19,9
Case 876,19,17 19 19 19 0 0 0 0 0 0 0 0 0 0,4,20,9
Case 2908,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 2908,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 2908,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3511,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 3511,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 3511,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4032,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 4032,9,17 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 4032,9,17 9 9 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3086,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 3086,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 3086,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1815,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 1815,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 1815,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3943,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 3943,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 3943,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2296,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 2296,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 2296,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1075,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,20,9
Case 1075,20,17 20 0 0 0 0 0 0 0 0 0 0 0 0,2,1,9
Case 1075,2,17 20 2 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 3083,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,9
Case 3083,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 3083,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,16,9
Case 3083,17,17 17 17 17 0 0 0 0 0 0 0 0 0 0,4,20,9
Case 1327,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,9
Case 1327,18,17 18 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 1327,17,17 18 17 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 4394,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 4394,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 4394,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 483,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 483,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 483,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1356,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 1356,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 1356,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2256,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 2256,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,2,1
Case 3180,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 3180,17,19 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 3180,17,19 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4419,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,9
Case 4419,17,19 17 0 0 0 0 0 0 0 0 0 0 0 0,2,19,9
Case 4419,19,19 17 19 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 2609,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,9
Case 2609,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,9
Case 2609,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,19,9
Case 2609,19,19 19 19 19 0 0 0 0 0 0 0 0 0 0,4,20,9
Case 2367,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,9
Case 2367,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,9
Case 2367,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 4282,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 4282,9,19 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 4282,9,19 9 9 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3260,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,14,1
Case 3260,15,19 15 0 0 0 0 0 0 0 0 0 0 0 0,2,14,1
Case 3260,15,19 15 15 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2220,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 2220,9,19 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 2220,9,19 9 9 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3638,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 3638,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 3638,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 40,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 40,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 40,17,19 19 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1290,17,17 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 1290,17,17 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 1290,17,17 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1500,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,9
Case 1500,12,19 12 0 0 0 0 0 0 0 0 0 0 0 0,2,11,9
Case 1500,12,19 12 12 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 4054,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 4054,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 4054,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1185,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 1185,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 1185,17,19 19 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 247,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 247,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 247,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1968,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 1968,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 1968,17,19 19 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2854,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 2854,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 2854,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 3249,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,9
Case 3249,6,19 6 0 0 0 0 0 0 0 0 0 0 0 0,2,1,9
Case 3249,2,19 6 2 0 0 0 0 0 0 0 0 0 0 0,3,1,9
Case 3249,2,19 6 2 2 0 0 0 0 0 0 0 0 0 0,4,6,9
Case 3249,6,19 6 2 2 6 0 0 0 0 0 0 0 0 0,5,11,9
Case 3249,12,19 6 2 2 6 12 0 0 0 0 0 0 0 0,6,11,9
Case 3249,12,19 6 2 2 6 12 12 0 0 0 0 0 0 0,7,20,9
Case 3654,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 3654,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 3654,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 1330,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 1330,17,19 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 1330,17,19 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4162,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 4162,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 4162,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2455,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,9
Case 2455,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,9
Case 2455,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,19,9
Case 2455,19,19 19 19 19 0 0 0 0 0 0 0 0 0 0,4,20,9
Case 3240,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,1
Case 3240,17,19 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 3240,17,19 17 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 4396,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 4396,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,19,1
Case 4396,19,19 19 19 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2431,19,19 0 0 0 0 0 0 0 0 0 0 0 0 0,1,19,1
Case 2431,19,19 19 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 2431,17,19 19 17 0 0 0 0 0 0 0 0 0 0 0,3,2,1
Case 2607,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,9
Case 2607,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,1,9
Case 2607,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 3188,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,9
Case 3188,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,18,9
Case 3188,18,18 18 18 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 2875,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,20,9
Case 2875,20,18 20 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 2875,17,18 20 17 0 0 0 0 0 0 0 0 0 0 0,3,16,9
Case 2875,17,18 20 17 17 0 0 0 0 0 0 0 0 0 0,4,20,9
Case 1887,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,20,9
Case 1887,20,18 20 0 0 0 0 0 0 0 0 0 0 0 0,2,19,9
Case 1887,19,18 20 19 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 2097,12,12 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,9
Case 2097,12,12 12 0 0 0 0 0 0 0 0 0 0 0 0,2,11,9
Case 2097,12,12 12 12 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 3864,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,9
Case 3864,17,2 17 0 0 0 0 0 0 0 0 0 0 0 0,2,16,9
Case 3864,17,2 17 17 0 0 0 0 0 0 0 0 0 0 0,3,20,9
Case 3288,18,18 0 0 0 0 0 0 0 0 0 0 0 0 0,1,18,9
Case 3288,18,18 18 0 0 0 0 0 0 0 0 0 0 0 0,2,18,9
Case 3288,18,18 18 18 0 0 0 0 0 0 0 0 0 0 0,3,18,9
